"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"BGD",,,,,,,,,,,,3322,1145,,,21000,,,,546,,,,19,9,,,,,,818,81,,,,,,6328,,,,,3,896,216,,,,,,1,,,,,224,10,27,,124,,,,,121,9,,,,,,,,654,167,1465,,,,,,4507,,,4374,,,,,,,,,,,,46,0,2180615,,,,265,,,10172,,2402,3329,,,,91689,,,4,1460,,,554,,,16,,,23327,1788,,4,,,,55,,16,,,,,,,,1236,28,,109,205,,456,,,,,,563,245,78117,,,9,,,,52,49,155,,38020,4078,,,4,658,,,,,,,,,,366551,,,8,,12247,,,,,,1136,,311,75,,,,1479,789,,,714,62,,,,,,177,,,,8,,188280,64825,,39530,,,,,,355,,,,,
"BRB",,,,,,,,122,0,,,195,6,,107,,,,,4,,,,,3,91,,,,70,,0,,,,,,6965,88,,,,4,,,,,,,,4,,,,,,1,,,13,,43,,,,24,,,,,,,,,5,20,,,,,,,,,4,,65,,,,,,96,,,,1,1,,,,,5,,,7,243,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,9,,,,34,,,,,,,,,,,,,,,,24,223,,178,,,,,,,,,,,,,,,12,,3,,,,,68,27,,,,,,,,1135,,,,,,,,,10371,,21977,167,,,,69,,,,,,
"BLR",,,,,,,,,281,294,,379,283,127,,,,,,52,,,,,1,,,,,,,39,,,,,,2057,,,,,4,,,,,,,,2,,0,,,26,215,,,36,,,,,90,,,,8802,,,,,,6,455,,,,,404,3783,,,244,,,,,,,,,,,,49,1,,,,,138,,15187,106,,,,29155,,,,9986,,27849,,,,289,,31169,3,,,,,,0,,,,,,,,,,,,,,,,,,12,,,,,,,,,19,,,,,,,,,52423,51,,,,3215,,13,416615,,,,,,,,,,,,16,,,,,22,13,,,47,,54,,,,,142,149,,317,,,,,,,,43,1748,,,,142945,,343,,15055,,,15469,,,,,,,,
"BEL",,,,,128,,,,558,,,2525,780,,8,,,,21,,,,11,,183,,,,942,,,60,,303,10,,,10008,4,,,,464,,,,199,,,,100,,89,,,43,161,,,478,,,331,163,256,36,,,,,,,,,82,54815,55,,112,,,10953,,,2112,,,117,,,151,,,,,13,298,26,,,,,239,,1902,3452,,208,29,,,,,,,13,,,,599,7,24,5818,,,,,,11,,40,29,29,,439,,,,,,459,,,131,,,18737,,,29,,,,,,381,,,,17,,,199,76,1657,984,,,,,,121,443,,,,3,,,,,,,,63,16,,,,150,116,,,2020,,9673,,,,,574,4964,,,,,19,,,,,3078,,,,23,,,7036,,11395,,,,,241,,,,,,
"BLZ",,,,,,,,5,2,,,7,12,,7,,,,,,,,,,506,,,,,,,0,,,,,,554,112,,,,9,,,,,,,,66,,,,,0,0,,,2,,,,,,107,,,,,,,,,0,1,,,,,,,,,2,,,,,223,,,,,,127,1,0,,,,,1,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,,,,,,,,,26,,,,,,,,,,39,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3,,,,,5,16,,,,,,,,,,,,,,,,,392,,14849,,,,,9,,,,,,
"BEN",,,,,,,,,,,,12,34,,,,,,,841,,,,,0,,,,,,,6,1278,,,,,131,,,,,0,,,,,,2521,,0,31052,,,,3,9,,,16,,,,,34,,,,,,,,,,1,6440,,,10879,,,666,4895,,5,,,,,,1602,,,,,,13,0,,,,,7,,,352,,,,,,,,,,0,,,36,,,,,,,,,330,,,,273,,,,,,,,,,,,95,,,50,,,,5049,65530,,,,3,,,,,,,,,,13,,,,,,,164,,,,,,,,,,,1579,,,97,,,,,,,78,,32,,,,,12,178,,,,,14385,,,,,,,,,,,,68,,,,,,,,,,,,,
"BMU",,,,,,,,5,,,,196,5,,11,,,,,,,,,,0,,,,,,,0,,,,,,859,16,,,,8,,,,,,,,3,,,,,0,1,,,2,,,10,,,,,,,,,,,,0,19,,,,,,,,,4,,,,,,,,,,,,0,1,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,18,,,,,,,0,,,,,,,,,,,,,,,,,,15445,,4089,,,,,,,,,,,
"BTN",,,,,,,,,,,,25,9,,,,,,,99,,,,,,,,,,,,4,,,,,,8,,,,,4,,,,,,,,1,,,,,,0,,,7,,,10,,,,,,,,,,,,0,154,,,,,,,,,3,,,,,,,,,,,,,,4868,,,,3,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54530,12,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,8,32,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,
"BOL",,,,,,,,,95917,,,300,146,,,,,,,325,,,,,,,,,10223,,,4,,,,,,943,,,,,4122,,,,328,,,,136,,0,54,,2,13,,,52,,,211,304,,37,,,,,,,,,19,573,,,,,,815,,,4,,,,,30,,,,,,82,21,3,,,,,4,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,,,144,,,23,,,,,,96,,,,100,,508,1568,81,20,17,55,,,,,,201,,,,,,,,,,,,,,,,,,,,,37,,1112,,,,,1168,805,,,,,,,,,,,,,,,,,281,,21190,,,,,1062,,,,,,
"BES",,,,,,,,3,,,70,,,,,,,,,,,,,,9,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,21,,,,,,
"BIH",,,,,,,,,,,,13418,52909,,,,,,,155,,,,,0,,,,,,,23,,,,,,12229,,,,,5,,,,,,,,,,240940,,,11,336,,,8973,,,7,,17,,,,,,,,,,53,4266,,,,,,66856,,,205,,,,,,,,,,,,189,8,,,,,159,,,7507,,,92,,,,,,,2,,,,91,169,,1120,,,,,,19,,,,,,,,,,,,,,,,,,150,,,,,,,2497,,4651,,,,,,,,,1755,13,,,,,,36,451,,,,,,,,,,,,122940,,,,,91,36538,,,31,,435,,,,,24009,20852,,,,,,,,,,3816,,,,,,,2074,,38616,,,,,11,,,,,,
"BWA",,,,,,,,,,,,229,8,,0,,,,,12,,,,,,,,,,,,7,,,,,,63,,,,,3,,,,,,,,,,,,,1,1,,,21,,,,,,,,,,35,,,,,1,87,,,,,,,,,1,,,,,,,,,,,,2,,,,,,22,,,3,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,454,,,66,,,,,,,,,17,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,11601,,,,,,,16,18,,,,,,,,,,,,,,,,,1043,74,,,,,,,,,,,86,1668
"BRA",,,,,,,,,14479,,,1858,1171,,18,,2909,,29,855,,,,,6642,,,,,,,11,,,53,,,4867,20,0,,,2659,17625,,,786,,,,150,,38,,,8,26,559,,405,,,477,462,44,106,,,,,,,4,,88,8485,3593,,,,,5041,4,,708,,,16,,42,188,,471,,,73,105,7,,,,,638,,2915,4877,,85853,50,,,,,,,6,,,,124,15,39,88,,,,,,12,,16,86,,,1080,,,,,,,,,315,,,2339,,416,42,,,,,,343,,,,273,,51742,1326,71,103,16918,93,,,,,2,297,,,,4,,,,1,,,268,17,,,,,11,4,,,387,,6747,,,,1404,1240,6459,,,,67,,,,,,80,,,,,,,4962,,58786,,6380,,,2268,,,,,,
"VGB",,,,,,,,35,,,,2,,,4,,,,,,,,,,,389,,,,,,23,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,20,10,,,,,,,,,,,,,,,,,,,,,,4,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,,,8,,,,,,,0,,,,,,,,,,,20,,,,,,,82,,,1134,,,,,,,,,,
"BRN",,,,,,,,,2,,,986,4,,,,,,,,,,,,,,,,,,,0,,,,,,2056,,,,,,,,,,,,,,,,,,0,,,,2,,,,,21,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,0,15249,,,,5,,,0,,,4,,,,,,,,,,,,,,,,,1603,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,14,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,,,,,0,15,,16,,,,,,,,,,,,,,,752,,,,,,,,,,,,,
"BGR",,,,,,,,,422,,,1423,4363,,0,,,,26,420,,,,,5,,,,171,,,,,,,,,2944,,,,,47,,,,36,,,,17,,51,88,,650,1131,,,189,,,224,33,26,,,,,,,,1,,205,4248,,,,,,16397,,,10335,0,,,,,,,,,,,757,21,,,,,224,,8951,1957,,,36,,,,,,,109,,,,,21,31,24,,,,,,43,,,,,,94,,,1,,,,,,10,,,469,,,22,,,,419,,335,,,,30,,,25,,1208,262,,,,176,,9713,5531,,,,,,,,,,,,256,,,,,489,39,,,1100,,1029,,,,,1572,1161,,,,,,,,,,218995,,,,,1348,,1604,,11447,,,,,79,,,,,,
"BFA",,,,,,,,,4,,,9,43,,,,,,,298,,2870,,,,,,,,,,3,,,,,,86,,,,,1,,,,,,,,,623756,,,,,1,,,8,,,,,50,,,,,,,,,,0,2141,,,1738,,,1154,24463,,4,,,,,,370,,,,,,,0,,,,,3,,,1516,,,,,,,,,,,,,228,,,,,,,,,10232,,,,,,,,,,,,,,,,48,,,86,,,,7806,,,,,7,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,21,,,,,,,,,112,,,,,20,190,,,,,3801,,,,,,,,,,,,32,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,4,35,,,,,,,799,,,,,0,,,,,,,4,,,,,,671,,,,,9,,,,,,,,,,,,,2,0,,63743,59,,,0,,32,,,589,,73,15,,,,3,621,,,40,,,220,,,43,,,,,,,,,,,,,,,,,,12,,,110,,,,,79,,,,,1,,,,,,,,,3208,,,,,,,,,,,,,,,,,461,,334,,,175,,,,,,,,,3,,,,,,,,,,,,,,,,,88,20846,,,,,,,,,,,,,,,,,,,,886,,5,,,,,41,168,,,,,,,,,,,,,,28498,,,525,154898,,,,,,,,,,,133,
"CPV",,,,,,2151,,,19,,,7,10,,,,,,,165,,,,,0,,,,,,,2,,,,,,89,,,,,1,,,,,,,,,169,,,,,3,,,7,,,0,,,,,,,,,,,,2,7742,,,,,,,,,18,,,,,,64,183,,,,,,13,,,,,2,,,739,,,,,,,,,,1,,,,,,,600,,,,,,,,,,,,,,,,,,,1946,,,,,4654,,,,,,,,,93,,,,,,,,10,,18895,,,,,,,27,,,,,,,,,1650,,,,,2,,,,,,,,,614,,,,,125,678,,,,,12,,,,,,,,,,,,85,,9600,,,,,,,,,,,
"KHM",,,,,,,,,29,,,11574,270,,,,7123,,,397,,,,,0,,,,,,,2,,,,,,8622,,,,,1,,,,,,,,0,,,,,0,3,,,44,,,68,,,,,,,,,,,,34,36047,,,,,,722,,,4,,,,,,,,,,,,33,1,,,,,1,,,60,,702,,,,,,,675,0,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,184,263,1687,,,,,,,80,,,,,,,,5068,17,,,,16,,,,116,,,,,,,,,,,,,,,,,,,,,,,5,,,,,139,861,,,50552,,,,,,,,,,,,,,172,,60359,,,,,,18916,,,,,
"CMR",,,,,,,,,,,,34,259,,,,,,,1149,,,,,1,,,,,,,3,,,,,,615,,,18156,,7,,,,,,2275,,2,,,,,11,1,,,52,,,4,11,93,,176,,,,,,,,9,17574,,,10376,,,3818,40,,162,,,,,,,,,,,,52,2,,,,,76,,,921,,,,,,,,,,1,,,,,,,21,,,,,351,,,,217,,,3,,,,,,,,,138,,,327,,,,149,5789,,,,82,,,,,,,,,11,20,,,,,,0,379,,,,,,,,,,,328,,,,,,,0,,,969,,387,,,,,67,1465,,,,,233,,,,0,,,,,,,,903,,4152,,,,,,,,,,11,
"CAN",,982,,,,,10,138,452,,,13639,782,,481,,,313,52,1639,254,,1148,10,860,64,,52,671,59,,37,,,,26,,,417,79,,,761,2937,6591,,380,,,,435,,189,56,,251,104,98,,1238,,44,1945,432,212,184,,,24,3,,,4,,485,7835,,86,67,,,5113,69,,6464,4,89,124,,98,200,20,76,292,,145,413,78,2005,102,,,623,53,2600,2869,644,3516,166,,,,,,,35,,,125,908,,38,103,,,,21,,798,,,30,12,,2473,,,17,,21,,,,118,,,3500,,3365,75,,,,,,963,,,,149,231,1179,384,431,990,2692,116,,1056,,,45,202,,,,68,65,73,8,,,,,11,,15,448,,71,113,,,1092,,1224,25,,,,1102,3563,,32,522,,14,,,417,,409,,148,,64,,,29978,139,263738,,147,,,522,45,,,,89,
"CYM",,,,,,,,,,,,0,,,4,,,,,,,,,,,,,,,,,1,,,,,,44,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,35,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,3,11,,,,,,,92,,,,,0,,,,,,,,,,,,,44,,,4726,,3,,,,,,5710,,3,,,,,3,0,,,1,,,0,,29,,,,,,,,,,1,4384,,,,,,,,,31,,,,,,,,,,,,4,,,,,,1,,,19,,,,,,,,,,0,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,2,,,,,,,14,,,55,,11,,,9412,,5,69,,,,,110,,,,,,,,,,,,64,,,,,,,,,,,,,
"TCD",,,,,,6,,,,,,9,5,,,109,,,,116,,107,,,3,,,,,,,2,,,,,43740,172,,7299,,,3,,,,,,2368,,,,,,,,3,,,2,,,4,,169,,,,,,,,,,2,1488,,,1124,,,246,6,,13,,,,,,,,,,,,1,,,,,,3,,,31,,,14,,,,445,,,,,,,494,,,,,,,,,,,,28,,,,,,,,,,,,,,,23,,,,612,6280,,,,9,,,,,,,,,,,,3761,,,,,83,,,,,,,,,,,,,,2,,,17,,,,,,8,,,42738,,21,98,,,,,254,,,,,,,,,,,975,76,,,,,,,,,,,,,
