"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,3,0,,,38,,,,,,,,,,,,,1,416,,,,,,3,,,,,,239,,,,,11,,,,182,,,,21,,,,688,,,,,0,,17,101,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,11,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,2838,239,,,,195,,,,,,
"AUS",,,,,69,,,4,150,,,,1486,,45,,,12,12,844,,,40,23,137,,,190,598,4,305,162,,,,82,,11594,117,6,,,1938,3713,5868,,112,,,160,34,,694,,,1532,412,111,,2053,,2,29,203,259,10,,,91,31,,30,,1040,919,3937,,35,,,,7161,16,,8912,,,,,44,7,,,,,,561,74,317,6743,,,3309,92,1526,9019,,4858,127,,,47,,,153,67,,,,555,,29,126,,,3285,75,,4959,,,,,,239,,,139,46,,,,,216,26,,5956,102,32390,,,,7,,,1498,,,,207,6288,,422,2335,578,533,,,4334,,,140,296,,,,4,,,152,,,,,367,27,,4490,,189,199,154,,5018,,3293,230,,,,3241,3307,,,951,345,,33,,,,1662,,,,,,,74115,,32211,,,,319,74,20,,,,153,
"AUT",,,,,,,,,478,,,9481,,,21,,,,18,1507,,,19,,79,,92,,1419,,,865,,,,,,8010,45,16,,,980,,,,122,,,,93,,2392,,,157,2311,,,999,,,137,301,274,5,,,64,,,,,,441,4510,,,,,14,123062,,,705,,,,,,0,,,140,,,5577,75,,,,,281,,2190,5011,,274,69,,,,,,,49,,,,427,1717,36,510,,,,21,,134,,,,,,276,,,10,81,,,,,342,,,3146,,666,24,,,,,,917,,,,63,,,138,283,2066,239,,,,,,1204,1401,,,,6,,,,,,,,3446,,,,,2400,1333,,,5104,,4091,,,,,3037,24557,,29,,,,,,,,9118,,,,,,,9027,,19562,,,,,400,,,,,,
"AZE",,,,,,,,,,32884,,334,665,,,,,,7684,133,,,,,0,,,,,,,951,,,,,,1804,,,,,3,,,,,,,,2,,,,,15,800,,,162,,,,,31,,,,850,,,,,,94,2109,,,,,2058,11788,,,192,,,,,,4,,,,,,232,7,,,7188,,28,,6149,238,,,,28375,,,,2307,,1031,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,251,,,,,,,,,160,38,,,,448,,,424984,,,,,,,,,,,,,,,,,20,12,,,,,285,,,,,1789,407,,64,,,,,,,,11151,3757,,,,46342,,1128,,11530,,,10729,,,,,,,,
"BHS",,,,,,,,1,,,,152,14,,,,,21,,6,,,,,0,8,,,7,7,,0,,,,,,835,107,,,,4,,,,,,,,9,,,,44,0,,,,9,,5,31,28,3,,,,,,,,,,5,18,,,,,,,,,10,,15,,,,6,,7,,,,4,3,,,,,16,,,57,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,34,,,45,,,,,,13,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,,,,,,,29,,,,,27,76,,,,,,,,,,,,153,,,,,1217,,15989,,,,,,,,,,,
"BHR",,,,,,,,,8,,,1103,13,,,,9318,,,29,,,,,0,,,,34,,,11,,,,,,1374,,,,,8,,,,,,,,1,,,,,61,13,,,61,,,18,,200,,,,0,,,,,,22,75,,,,,,,,,14,,,,,,2,,,,,,16,1,,,,,43,,,33,,,266,,,,378,,,0,51,,,781,,,,,,,,,,,,,,,,,,,,,,,,14,,,81,,,,,,,,,18,688,,,,,,,56,,,,498,,,,,,,,,,,,,,,,,,,,,,,0,,,28,,35,208,4037,,,81,119,,,,,,,,,,,,,,,,846,3578,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,29042,2169,,,71094,,,,1673,,,,37,29,,,,60,,1199,319,,,,,,31798,,,,,23,2280,341,,,,,,3,,,,,668,255,61,,1075,,,,,224,6,,,93,,,,,753,2096,3976,,,,,,8256,,,909,,,,,,0,,,,,,62,3,1620066,,,,2502,,,93621,,5790,8628,,,,309206,,,4,1378,,,1265,,,71,,,240114,39387,,9,,,,3132,,41,,,,,,,,826,21,,113,797,,760,,,,,,354,632,285647,,,36,,,,71,90,1092,,243160,10366,,,154,407,,,,,,,,,,940815,,,178,,37380,,,11,,,3347,,7549,498,,,,5943,1669,,,841,53,,,,,,407,,,,18,,938059,129872,,116827,,,,,,4502,,,,,
"BRB",,,,,,,,185,1,,,267,13,,161,,,,,10,,,,,0,63,,,10,125,,1,,,,,,6823,131,,,,7,,,,,,,,7,,,,37,,4,,,34,,93,,,,20,,,1,,,,,,15,37,,,,,,,,,8,,90,,,,10,,146,,,,0,1,,,,,9,,,23,266,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,16,,,,17,,,,,,,,,,,,,,,,46,200,,204,,,,,,,,,,37,,,,,42,,22,,,,,82,52,,,,,,,,579,,,,,,,,,13714,,28251,192,,,,5,,,,,,
"BLR",,,,,,,,,143,119,,952,529,107,,,,,,262,,,,,3,,,,11,,,279,,,,,,5621,,,,,15,,,,,,,,2,,14,,,80,1898,,,253,,,,,120,,,,4116,,,,,,179,1306,,,,,209,7792,,,361,,,,,,,,,,,,76,18,,,,,287,,9762,16337,,,,36262,,,,3605,,14603,,,,488,,9494,78,,,,,,8,,,,,,,,,,,,,,,,,,186,,,,,,,,,341,,,,,,,,,32249,452,,,,752,,47,327415,,,,,,,,,,,,17,,,,,76,55,,,188,,1184,,,,,1395,415,,276,,,,,,,,79,1323,,,,101999,,1331,,31752,,,12864,,,,,,,,
"BEL",,,,,128,,,,271,,,4014,1473,,19,,,,21,,,,13,,223,,,,1632,,,1178,,319,6,,,9948,8,,,,1591,,,,262,,,,175,,162,,45,128,526,,,1294,,,162,425,282,26,,,118,,,,,,568,73540,66,,310,,9,17010,,,2073,,,245,,,25,,,,,17,1182,83,,,,,805,,2585,20547,,344,37,,,,,,,60,,,,431,18,134,12948,,,,,,229,,55,38,94,,505,,,,,,744,,,97,,,28042,,,36,,,,,,1018,,,,197,,,413,248,2972,1634,,,,,,1542,263,,,,6,,,,,,,,124,14,,,,612,146,,,6938,,23648,,,,,1748,8608,,,,,44,,,,,5282,,,,19,,,14752,,19368,,,,,204,,,,,,
"BLZ",,,,,,,,8,1,,,43,24,,16,,,11,,,,,,,498,,,,0,,,0,,,,,,1021,216,,,,8,,,,,,,,85,,,,,0,1,,,3,,,,,,163,,,0,,,,,,1,1,,,,,,,,,0,,,,,486,1,,,,,197,2,0,,,,,0,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,14,,,,,,,,,,60,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,14,,,,,7,25,,,,,,,,,,,,,,,,,556,,23907,,,,,10,,,,,,
"BEN",,,,,,,,,,,,82,65,,,,,,,895,,,,,0,,,,23,,,18,2191,,,,1274,1714,,,,,4,,,,,,8248,,0,38089,,,,7,28,,,34,,,,,35,,,,,,,,,,17,11508,,,30480,,,1863,10701,,5,,,,,,267,,,,,,9,1,,,,,13,,,1860,,,,,,,,,,1,,,19,,,,,,,,,1043,,,,344,,,,,,,,,,,,71,,,201,,,,7125,202342,,,,16,,,,,,,,,,32,,,,,,,71,,,,,,,,,,,1953,,,70,,,,1,,,215,,280,,,,,87,413,,,,,34698,,,,,,,,,,,,320,,,,,,,,,,,,,
"BMU",,,,,,,,9,,,,297,11,,16,,,14,,,,,,,0,,,,,,,0,,,,,,1027,28,,,,15,,,,,,,,6,,,,,0,2,,,0,,,13,,,,,,,,,,,,0,40,,,,,,,,,4,,,,,,,,,,,,0,2,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,65,,,,,,,10,,,,,,,,,,,,,,,,,,2496,,4762,,,,,,,,,,,
"BTN",,,,,,,,,,,,3965,17,,,,,,,199,,,,,,,,,,,,16,,,,,,2268,,,,,16,,,,,,,,3,,,,,,1,,,347,,,8,,,,,,,,,,,,2,77,,,,,,,,,0,,,,,,2,,,,,,,,3391,,,,5,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14134,164,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,131,,,,29,38,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,
"BOL",,,,,,,,,210758,,,548,278,,,,,,,503,,,,,,,,,27963,,,11,,,,,,2257,,,,,40289,,,,490,,,,235,,17,10,,7,65,,,237,,,104,795,,29,,,2,,,,,,83,1360,,,,,,2288,,,10,,,,,65,2,,,,,110,38,7,,,,,8,,,5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,,389,,,41,,,,,,307,,,,236,,536,9332,19,39,32,26,,,,,,58,,,,,,,,,,,,,,,,,,,,,30,,57955,,,,,2333,1649,,,,,,,,,,,,,,,,,1551,,45413,,,,,993,,,,,,
"BES",,,,,,,,5,,,159,,,,,,,,,,,,,,11,,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,1036,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,24,,,,,,
"BIH",,,,,,,,,,,,18845,94678,,,,,,,302,,,,,8,,,,42,,,94,,,,,,19210,,,,,26,,,,,,,,,,175717,,,32,1930,,,9042,,,5,,33,,,,1,,,,,,500,7052,,,,,,97309,,,136,,,,,,1,,,,,,183,113,,,,,328,,,2762,,,28,,,,,,,5,,,,243,130,,1372,,,,,,254,,,,,,,,,,12900,,,,,,,,497,,,,,,,3635,,7250,,,,,,,,,1566,7,,,,,,68,452,,,,,,,,,,,,150086,,,,,323,63548,,,131,,1038,,,,,29692,27233,,,,,,,,,,1498,,,,,,,4531,,66913,,,,,13,,,,,,
"BWA",,,,,,,,,,,,749,12,,9,,,,,22,,,,,,,,,,,,17,,,,,,372,,,,,11,,,,,,,,,,,,,5,54,,,26,,,,,,,,,0,13,,,,,14,18,,,,,,,,,3,,,,,,28,,,,,,3,,,,,,47,,,36,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,127,,,,,,,,,59,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,1,,,44374,,,,,,,58,42,,,,,,,,,,,,,,,,,1822,89,,,,,,,,,,,480,2174
"BRA",,,,,,,,,20879,,,20532,2200,,62,,4609,,25,5857,,,,,14620,,,,,,,80,,,142,,,14089,38,0,,,9029,50174,,,1129,,,,273,,62,,,22,437,1424,,1559,,,330,1192,55,116,,,78,,,,8,,808,22801,10823,,,,,20791,8,,684,,,28,,145,10,,1330,,,98,420,66,,,,,6579,,3757,41971,,95069,51,,,,,,,20,,,,164,58,22,1259,,,,,,109,,28,106,,,3089,,,,,,,,,232,,,7172,,1853,58,,,,,,1820,,,,1004,,39570,6314,82,163,55395,43,,,,,123,235,,,,6,,,,1,,,332,33,,,,,64,52,,,2225,,38844,,,,2939,3788,12365,,,,38,,,,,,164,,,,,,,20454,,175289,,5157,,,2862,,,,,,
"VGB",,,,,,,,50,,,,0,,,0,,,,,,,,,,,45,,,,,,47,,,,,,43,,,,,,,,,,,,,,,,,17,,,,,,,43,40,,,,,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,7,,,,,,,,,,,,426,,,,,28,,,,,,,1,,,,,,,,,,,44,,,,,,,183,,,1054,,,,,,,,,,
"BRN",,,,,,,,,1,,,1559,7,,,,,,,,,,,,,,,,14,,,1,,,,,,2497,,,,,,,,,,,,,,,,,,0,,,,5,,,,,29,,,,,,,,,,3,14,,,,,,,,,,,,,,,,,,,,,,0,15998,,,,8,,,14,,,1,,,,,,,,,,,,,,,,,4345,,,,,,,,,,,,,,,,,,,,,351,,,,,,,,,19,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,11,,,,,2,34,,12,,,,,,,,,,,,,,,2632,,,,,,,,,,,,,
"BGR",,,,,,,,,140,,,1978,8225,,17,,,,31,17363,,,,,13,,,,161,,,,,,,,,9723,,,,,211,,,,47,,,,33,,90,14,,1944,7032,,,5733,,,44,86,30,,,,249,,,,16,,1539,12587,,,,,105,138559,,,25902,12,,,,,2,,,,,,644,214,,,,,994,,7117,21778,,,21,,,,,,,88,,,,,4,66,629,,,,,,1050,,,,,,117,,,12,65,,,,,6,,,12235,,,23,,,,447,,4080,,,,48,,,52,,1084,2612,,,,63,,4826,3963,,,,,,,,,,,,305,,,,,1700,687,,,3387,,60615,,,,,5175,3161,,,,,,,,,,237551,,,,,1184,,18155,,40385,,,,,87,,,,,,
"BFA",,,,,,,,,2,,,33,80,,,,,,,778,,7225,,,,,,,14,,,9,,,,,,1048,,,,,3,,,,,,,,,765175,,,,,11,,,74,,,,,57,,,,,,,,,,22,4903,,,4639,,,1492,35278,,17,,,,,,495,,,,,,,1,,,,,6,,,9045,,,,,,,,,,,,,155,,,,,,,,,32472,,,,,,,,,,,,,,,,35,,,269,,,,11550,,,,,25,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,6,,,,6,,,,,847,,,,,51,395,,,,,7529,,,,,,,,,,,,123,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,1396,69,,,,,,,3538,,,,,0,,,,28,,,10,,,,,,4439,,,,,4,,,,,,,,,,,,,2,5,,26168,245,,,0,,34,,,566,,225,97,,,,44,842,,,111,,,362,,,69,,,,,,25,,,,,,,,,,,,26,,,496,,,,,3856,,,,,0,,,,,,,,,4728,,,,,,,,,,,,,,,,,1509,,246,,,1119,,,,,,,,,550,,,,,,,,,,,,,,,,,110,68553,,,,,,,,,,,,,,,,,3,,,4863,,49,,,,,1570,285,,,,,,,,,,,,,,27655,,,2014,147174,,,,,,,,,,,3247,
"CPV",,,,,,4758,,,10,,,22,21,,,,,,,401,,,,,49,,,,714,,,4,,,,,,90,,,,,3,,,,,,,,,206,,,,,8,,,17,,,0,,,,,,,,,,,,13,10332,,,,,,,,,6,,,,,,20,237,,,,,,22,,,,,3,,,1623,,,,,,,,,,0,,,,,,,3494,,,,,,,,,,,,,,,,,,,3491,,,,,5889,,,,,,,,,241,,,,,,,,135,,27385,,,,,,,26,,,,,,,,,593,,,,,64,,,,,,,,,1827,,,,,218,1347,,,,,22,,,,,,,,,,,,459,,19824,,,,,,,,,,,
"KHM",,,,,,,,,14,,,17446,507,,,,6069,,,598,,,,,0,,,,19,,,1,,,,,,11460,,,,,7,,,,,,,,0,,,,,0,30,,,122,,,65,,,,,,4,,,,,,144,32780,,,,,,1016,,,8,,,,,,5,,,,,,40,0,,,,,3,,,805,,1689,,,,,,,1930,0,,,,,,,,,,10017,,,,,,,,,,,,,,,,,,,,,329,237,3393,,,,,,,181,,,,,,,,21,21,,,,7025,,,,95,,,,,,,,,,,,,,,,,,0,,,,,32,,,,,294,1078,,,321091,,,,,,,,,,,,,,544,,89684,,,,,,601,,,,,
"CMR",,,,,,,,,,,,325,489,,,,,,,9144,,,,,12,,,,108,,,17,,,,,,9890,,,15359,,15,,,,,,6931,,4,,,,,32,91,,,498,,,12,32,106,,588,,29,,,,,,765,32665,,,29215,,,10729,87,,216,,,,,,136,,,,,,243,7,,,,,157,,,6999,,,,,,,,,,1,,,,,,,478,,,,,1027,,,,266,,,34,,,,,,,,,100,,,954,,,,197,15460,,,,431,,,,,,,,,33,49,,,,,,85,266,,,,,,,,,,,419,,,,,,,13,,,2935,,3190,,,,,926,2869,,,,,450,,,,375,,,,,,,,4613,,28743,,,,,,,,,,147,
"CAN",,691,,,,,17,218,278,,,26852,1476,,907,,,307,58,2382,430,,1264,19,711,71,,58,1432,116,,387,,,,23,85,,761,104,,,3701,6210,9833,,582,,,,807,,439,10,64,749,547,191,,2061,,96,705,1103,345,133,,,90,6,,,6,,1107,11958,,93,180,,,9315,152,,5338,10,154,227,,267,28,26,215,303,,197,1389,171,798,1172,,,2410,77,3697,11625,700,4693,178,,,,,,,83,,,21,2047,,5,422,,,,89,,2086,,,37,20,,4846,,,120,11,18,,,,88,,,5126,,4946,137,,,,,,1607,,,,1120,172,1508,2531,3174,1749,3339,53,,14029,,,279,316,,,,115,69,95,4,,,,,328,,12,2060,19,302,202,,,4818,,3224,131,,,,2094,5452,,27,488,,31,,,1032,,878,,266,,133,,,46951,159,266916,,107,,,578,932,,,,107,
"CYM",,,,,,,,,,,,67,,,14,,,,,,,,,,,,,,,,,2,,,,,,155,,,,,3,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,48,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,22,23,,,,,,,267,,,,,55,,,,3,,,,,,,,133592,575,,,45440,,7,,,,,,16794,,4,,,,,7,0,,166898,13,,,89,,35,,,,0,,,,,,6,8567,,,,,,,,,192,,,,,,14,,,,,,9,,,,,,3,,,184,,,,,,,,,,0,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,376,,,,,,,1,,,160,2717,99,,,8393,,68,118,,,,,216,,,,,,,,,,,,118,,,,,,,,,,,,,
