"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,2,1,,,30,,,,,,,,,,,,,1,357,,,,,,1,,,,,,287,,,,,3,,,,129,,,,11,,,,991,,,,,0,,26,59,,,,,,,,,,,,,6,,,,,,,,,0,,,,,,,,,,,,,0,,,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,20,,,,,,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,3315,262,,,,270,,,,,,
"AUS",,,,,33,,,3,126,,,,1077,,38,,,12,16,662,,,29,5,88,,,174,143,17,228,60,,,,44,,9309,76,6,,,923,1552,4174,,109,,,163,33,,833,,,1680,150,85,,1205,,4,12,114,202,16,,,19,20,,15,,852,520,4352,,38,,,,5288,16,,11744,,,,,24,,,,,,,473,47,353,4052,,,3479,200,1637,11254,,5369,237,,,36,,,34,60,,,,197,,9,23,,,2243,16,,1868,,,,,,213,,,65,83,,,,,328,10,,5119,187,32516,,,,9,,,735,,,,72,2964,,249,1706,399,570,,,575,,,17,242,,,,9,,,154,,,,,321,23,,4141,,105,191,131,,3578,,2774,236,,,,1213,2679,,,465,287,,5,,,,1672,,,,,,,59215,,48960,,,,307,67,15,,,,128,
"AUT",,,,,,,,,549,,,9473,,,18,,,,40,1902,,,13,,75,,110,,1271,,,76,,,,,,8553,10,8,,,521,,,,89,,,,36,,2527,,,226,339,,,882,,,71,164,318,6,,,37,,,,,,310,8186,,,,,11,107319,,,1620,,,,,,,,,23,,,3688,85,,,,,512,,2713,11822,,313,94,,,,,,,66,,,,306,2115,26,365,,,,5,,44,,,,,,246,,,4,170,,,,,280,,,3701,,680,14,,,,,,636,,,,42,,,86,225,2021,228,,,,,,375,1515,,,,5,,,,,,,,3683,,,,,1134,2895,,,2040,,4644,,,,,2622,36525,,35,,,,,,,,7445,,,,,,,12755,,35604,,,,,403,,,,,,
"AZE",,,,,,,,,,76693,,244,449,,,,,,5765,53,,,,,1,,,,,,,1099,,,,,,1455,,,,,3,,,,,,,,1,,,,,24,300,,,151,,,,,1,,,,663,,,,,,65,2002,,,,,3641,7670,,,328,,,,,,,,,,,,80,5,,,4701,,23,,6953,454,,,,20286,,,,2622,,1011,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,212,,,,,,,,,126,23,,,,349,,,334175,,,,,,,,,,,,,,,,,19,1,,,,,261,,,,,1111,249,,107,,,,,,,,8377,3996,,,,36344,,882,,8836,,,10260,,,,,,,,
"BHS",,,,,,,,1,,,,160,9,,,,,27,,5,,,,,0,14,,,10,17,,4,,,,,,720,81,,,,0,,,,,,,,3,,,,38,0,,,,7,,6,9,14,11,,,,,,,,,,7,26,,,,,,,,,12,,15,,,,,,7,,,,2,2,,,,,12,,,56,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,26,,,39,,,,,,6,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,26,,,,,7,55,,,,,,,,,,,,121,,,,,946,,17720,,,,,,,,,,,
"BHR",,,,,,,,,4,,,593,9,,,,13096,,,24,,,,,0,,,,0,,,4,,,,,,915,,,,,0,,,,,,,,0,,,,,54,2,,,39,,,3,,194,,,,1,,,,,,5,83,,,,,,,,,9,,,,,,,,,,,,6,0,,,,,42,,,20,,,313,,,,540,,,0,51,,,203,,,,,,,,,,,,,,,,,,,,,,,,35,,,54,,,,,,,,,13,173,,,,,,,56,,,,239,,,,,,,,,,,,,,,,,,,,,,,0,,,122,,15,187,4524,,,27,150,,,,,,,,,,,,,,,,921,2341,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,11953,788,,,11174,,,,762,,,,16,1,,,,0,,118,287,,,,,,21681,,,,,1,1689,166,,,,,,0,,,,,14,13,84,,338,,,,,28,0,,,2,,,,,617,463,1726,,,,,,2105,,,633,,,,,,,,,,,,8,0,1570294,,,,924,,,24070,,5599,6167,,,,37636,,,0,1003,,,51,,,7,,,149105,4097,,6,,,,4772,,11,,,,,,,,239,12,,120,687,,754,,,,,,21,370,8099,,,7,,,,87,15,334,,14102,464,,,3,62,,,,,,,,,,181979,,,42,,30619,,,1,,,511,,1966,170,,,,2320,551,,,551,55,,,,,,27,,,,110,,115523,101515,,80716,,,,,,2944,,,,,
"BRB",,,,,,,,117,6,,,199,9,,79,,,,,15,,,,,0,10,,,20,61,,3,,,,,,8318,60,,,,5,,,,,,,,4,,,,145,,4,,,11,,65,,,,19,,,0,,,,,,2,40,,,,,,,,,3,,88,,,,,,107,,,,2,0,,,,,10,,,27,276,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,8,,,,14,,,,,,,,,,,,,,,,51,222,,149,,,,,,,,,,36,,,,,4,,21,,,,,36,30,,,,,,,,544,,,,,,,,,9993,,30194,176,,,,11,,,,,,
"BLR",,,,,,,,,162,252,,1088,1066,373,,,,,,168,,,,,2,,,,0,,,465,,,,,,5520,,,,,5,,,,,,,,3,,77,,,291,2171,,,411,,,,,152,,,,7690,,,,,,173,2018,,,,,822,13542,,,1152,,,,,,,,,,,,153,28,,,,,338,,12622,15678,,,,32914,,,,7075,,35540,,,,264,,25708,23,,,,,,21,,,,,,,,,,,,,,,,,,106,,,,,,,,,489,,,,,,,,,49992,422,,,,1837,,12,426449,,,,,,,,,,,,121,,,,,130,75,,,108,,2308,,,,,1268,746,,408,,,,,,,,236,754,,,,144263,,1729,,28471,,,14446,,,,,,,,
"BEL",,,,,109,,,,269,,,3276,1161,,11,,,,14,,,,10,,149,,,,476,,,155,,261,4,,,10004,6,,,,806,,,,179,,,,119,,197,,46,152,103,,,845,,,94,289,269,25,,,49,,,,,,200,87411,69,,142,,13,14254,,,3175,,,212,,,28,,,,,6,785,51,,,,,878,,3218,26619,,383,71,,,,,,,49,,,,236,22,82,6450,,,,,,56,,73,25,23,,381,,,,,,527,,,91,,,27717,,,10,,,,,,643,,,,72,,,282,288,2653,1526,,,,,,496,203,,,,4,,,,,,,,97,23,,,,262,195,,,3287,,20817,,,,,882,7524,,,,,18,,,,,4750,,,,19,,,13213,,17639,,,,,181,,,,,,
"BLZ",,,,,,,,6,5,,,30,18,,27,,,11,,,,,,,386,,,,5,,,2,,,,,,895,145,,,,0,,,,,,,,55,,,,,0,1,,,6,,,,,,171,,,0,,,,,,1,7,,,,,,,,,5,,,,,391,,,,,,123,0,0,,,,,2,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,,,,,,,,,,,,,,,11,,,,,,,,,,26,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,14,,,,,2,33,,,,,,,,,,,,,,,,,850,,28497,,,,,9,,,,,,
"BEN",,,,,,,,,,,,40,22,,,,,,,366,,,,,1,,,,8,,,13,1964,,,,810,619,,,,,0,,,,,,5187,,1,29760,,,,0,7,,,17,,,,,1,,,,,,,,,,2,9085,,,16306,,,510,6248,,3,,,,,,291,,,,,,5,0,,,,,21,,,993,,,,,,,,,,0,,,6,,,,,,,,,551,,,,222,,,,,,,,,,,,88,,,87,,,,11162,121232,,,,9,,,,,,,,,,0,,,,,,,23,,,,,,,,,,,1621,,,8,,,,0,,,58,,111,,,,,24,192,,,,,34923,,,,,,,,,,,,193,,,,,,,,,,,,,
"BMU",,,,,,,,5,,,,258,9,,22,,,14,,,,,,,0,,,,,,,1,,,,,,1145,8,,,,3,,,,,,,,5,,,,,0,2,,,0,,,2,,,,,,,,,,,,0,71,,,,,,,,,4,,,,,,,,,,,,1,0,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,18,,,,,,,4,,,,,,,,,,,,,,,,,,1770,,4307,,,,,,,,,,,
"BTN",,,,,,,,,,,,845,9,,,,,,,78,,,,,,,,,,,,12,,,,,,1109,,,,,0,,,,,,,,1,,,,,,2,,,139,,,0,,,,,,,,,,,,1,32,,,,,,,,,0,,,,,,,,,,,,,,3312,,,,2,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35955,86,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,99,,,,9,36,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,
"BOL",,,,,,,,,183238,,,456,240,,,,,,,543,,,,,,,,,17860,,,10,,,,,,2500,,,,,13279,,,,340,,,,136,,13,11,,4,18,,,216,,,66,492,,23,,,1,,,,,,92,1744,,,,,,2348,,,13,,,,,64,,,,,,28,15,8,,,,,10,,,9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,,,446,,,24,,,,,,203,,,,197,,499,3685,16,12,152,31,,,,,,26,,,,,,,,,,,,,,,,,,,,,119,,124567,,,,,1826,1733,,,,,,,,,,,,,,,,,1277,,41007,,,,,909,,,,,,
"BES",,,,,,,,6,,,133,,,,,,,,,,,,,,9,,,,,,,,,,,,,2233,,,,,,,,,,,,,,,,,1273,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,25,,,,,,
"BIH",,,,,,,,,,,,19845,65573,,,,,,,118,,,,,2,,,,37,,,35,,,,,,17590,,,,,9,,,,,,,,,,211973,,,40,839,,,9264,,,0,,29,,,,1,,,,,,373,6870,,,,,,80867,,,318,,,,,,,,,,,,161,71,,,,,331,,,8205,,,62,,,,,,,0,,,,88,174,,679,,,,,,44,,,,,,,,,,20488,,,,,,,,376,,,,,,,4686,,6572,,,,,,,,,2196,29,,,,,,34,62,,,,,,,,,,,,192207,,,,,102,38761,,,105,,1062,,,,,28479,26512,,,,,,,,,,1234,,,,,,,3866,,61066,,,,,10,,,,,,
"BWA",,,,,,,,,,,,532,13,,5,,,,,13,,,,,,,,,,,,10,,,,,,194,,,,,5,,,,,,,,,,,,,4,30,,,40,,,,,,,,,0,29,,,,,5,21,,,,,,,,,5,,,,,,,,,,,,2,,,,,,36,,,22,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,108,,,,,,,,,55,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,0,,,13632,,,,,,,49,30,,,,,,,,,,,,,,,,,1292,42,,,,,,,,,,,495,1592
"BRA",,,,,,,,,24446,,,8660,2906,,58,,6478,,65,5523,,,,,10562,,,,,,,49,,,145,,,12111,35,0,,,5196,24298,,,1206,,,,272,,125,,,40,129,1263,,1952,,,308,985,74,123,,,34,,,,9,,730,33460,7937,,,,,33883,5,,1605,,,33,,87,27,,710,,,100,232,79,,,,,4171,,4891,70124,,126859,103,,,,,,,10,,,,88,102,41,114,,,,,,42,,46,58,,,2543,,,,,,,,,311,,,8576,,1406,62,,,,,,2463,,,,901,,35963,2824,81,117,67071,52,,,,,2,193,,,,3,,,,21,,,308,55,,,,,53,58,,,1370,,81338,,,,2103,3841,22928,,,,126,,,,,,217,,,,,,,18125,,216363,,7166,,,2878,,,,,,
"VGB",,,,,,,,47,,,,0,,,3,,,,,,,,,,,23,,,,,,26,,,,,,47,,,,,,,,,,,,,,,,,77,,,,,,,37,34,,,,,,,,,,,,,,,,,,,,,,0,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,2,,,,,,,,,,,,472,,,,,4,,,,,,,1,,,,,,,,,,,42,,,,,,,169,,,1410,,,,,,,,,,
"BRN",,,,,,,,,0,,,1536,0,,,,,,,,,,,,,,,,131,,,0,,,,,,1872,,,,,,,,,,,,,,,,,,4,,,,2,,,,,40,,,,,,,,,,0,32,,,,,,,,,,,,,,,,,,,,,,0,9440,,,,9,,,16,,,43,,,,,,,,,,,,,,,,,2098,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,12,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13,,,,,2,26,,12,,,,,,,,,,,,,,,2075,,,,,,,,,,,,,
"BGR",,,,,,,,,156,,,1902,7668,,5,,,,27,7320,,,,,10,,,,117,,,,,,,,,8859,,,,,72,,,,39,,,,39,,205,36,,4764,2197,,,1375,,,29,73,38,,,,28,,,,3,,644,9665,,,,,118,43619,,,49094,3,,,,,,,,,,,1124,73,,,,,1037,,8988,37859,,,54,,,,,,,73,,,,,7,19,384,,,,,,383,,,,,,139,,,3,13,,,,,24,,,7021,,,37,,,,577,,996,,,,24,,,26,,776,2196,,,,55,,11307,1832,,,,,,,,,,,,852,,,,,636,188,,,1647,,67188,,,,,3205,3347,,,,,,,,,,260337,,,,,559,,13134,,30158,,,,,49,,,,,,
"BFA",,,,,,,,,9,,,20,46,,,,,,,418,,4749,,,,,,,14,,,4,,,,,,449,,,,,1,,,,,,,,,559565,,,,,5,,,27,,,,,9,,,,,,,,,,1,3909,,,1758,,,372,22274,,7,,,,,,250,,,,,,,0,,,,,3,,,3349,,,,,,,,,,,,,58,,,,,,,,,20000,,,,,,,,,,,,,,,,37,,,126,,,,8522,,,,,4,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,4,,,,0,,,,,277,,,,,34,256,,,,,5503,,,,,,,,,,,,67,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,918,34,,,,,,,3236,,,,,0,,,,0,,,8,,,,,,3146,,,,,0,,,,,,,,,,,,,0,0,,21385,299,,,3,,3,,,483,,193,66,,,,22,1005,,,42,,,256,,,65,,,,,,,,,,,,,,,,,,23,,,555,,,,,2150,,,,,0,,,,,,,,,2441,,,,,,,,,,,,,,,,,794,,152,,,1346,,,,,,,,,477,,,,,,,,,,,,,,,,,21,30008,,,,,,,,,,,,,,,,,0,,,3112,,50,,,,,1371,315,,,,,,,,,,,,,,8990,,,1725,54271,,,,,,,,,,,1561,
"CPV",,,,,,3874,,,14,,,15,21,,,,,,,325,,,,,71,,,,658,,,2,,,,,,82,,,,,1,,,,,,,,,154,,,,,4,,,13,,,3,,,,,,,,,,,,2,11769,,,,,,,,,8,,,,,,14,315,,,,,,22,,,,,1,,,4800,,,,,,,,,,0,,,,,,,503,,,,,,,,,,,,,,,,,,,3071,,,,,6196,,,,,,,,,174,,,,,,,,0,,27411,,,,,,,19,,,,,,,,,798,,,,,4,,,,,,,,,2576,,,,,190,1001,,,,,16,,,,,,,,,,,,410,,18163,,,,,,,,,,,
"KHM",,,,,,,,,6,,,17062,461,,,,8528,,,807,,,,,0,,,,13,,,11,,,,,,12675,,,,,5,,,,,,,,3,,,,,0,8,,,110,,,56,,,,,,4,,,,,,170,30613,,,,,,1158,,,13,,,,,,,,,,,,32,1,,,,,9,,,532,,1477,,,,,,,1077,0,,,,,,,,,,4931,,,,,,,,,,,,,,,,,,,,,388,380,3228,,,,,,,177,,,,,,,,18,7,,,,5186,,,,19,,,,,,,,,,,,,,,,,,2,,,,,47,,,,,297,1310,,,325572,,,,,,,,,,,,,,542,,85007,,,,,,804,,,,,
"CMR",,,,,,,,,,,,102,210,,,,,,,5022,,,,,1,,,,58,,,0,,,,,,3798,,,16445,,5,,,,,,3300,,5,,,,,29,16,,,211,,,11,9,20,,213,,0,,,,,,212,47059,,,16098,,,6877,32,,232,,,,,,,,,,,,54,0,,,,,196,,,5374,,,,,,,,,,0,,,,,,,21,,,,,713,,,,137,,,8,,,,,,,,,21,,,957,,,,231,9262,,,,237,,,,,,,,,11,20,,,,,,0,66,,,,,,,,,,,574,,,,,,,0,,,653,,2144,,,,,446,4144,,,,,223,,,,269,,,,,,,,3276,,13659,,,,,,,,,,114,
"CAN",,178,,,,,39,211,256,,,23498,1134,,653,,,367,92,2634,350,,1040,18,626,24,,110,517,115,,98,,,,23,67,,700,105,,,1662,2493,6469,,414,,,,603,,522,12,29,874,217,132,,1773,,77,505,833,277,109,,,43,10,,,7,,926,13565,,41,84,,,7950,121,,7560,4,75,260,,121,40,31,162,286,,111,992,114,861,944,,,3033,119,4179,14102,636,5500,286,,,,,,,63,,,27,805,,16,71,,,,21,,740,,,15,15,,4954,,,26,57,18,,,,104,,,4876,,4819,113,,,,,,1483,,,,640,66,830,687,2453,1430,3357,65,,2766,,,33,237,,,,144,116,78,6,,,,,295,,9,1838,19,179,204,,,2425,,3070,117,,,,1537,6157,,23,260,,15,,,841,,761,,210,,103,,,40980,113,582294,,204,,,510,462,,,,106,
"CYM",,,,,,,,,,,,40,,,9,,,,,,,,,,,,,,,,,1,,,,,,118,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,31,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,10,9,,,,,,,143,,,,,12,,,,8,,,,,,,,52284,135,,,41518,,1,,,,,,11830,,1,,,,,9,1,,,5,,,47,,22,,,,0,,,,,,1,8149,,,,,,,,,208,,,,,,,,,,,,1,,,,,,5,,,98,,,,,,,,,,0,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,9,,,,,,,2,,,21,2309,64,,,7867,,42,98,,,,,143,,,,,,,,,,,,143,,,,,,,,,,,,,
