"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"ABW",,,,,,,,3,0,,,16,,,,,,,,,,,,,0,1961,,,,,,1,,,,,,254,,,,,24,,,,151,,,,20,,,,,,,,,4,,6,172,,,,,,,,,,,,,5,,,,,,,,,23,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,1351,197,,,,179,,,,,,
"AUS",,,,,19,,,3,272,,,,685,,14,,,12,12,361,,,19,10,33,,,61,212,3,140,9,,,,34,,6518,14,9,,,349,1426,3509,,91,,,71,31,,266,,,378,32,53,,458,,1,47,69,282,13,,,,8,,5,,687,233,1750,,31,,,,3105,5,,10494,,,,,19,,,,,,,419,23,1344,3492,,,262,57,970,2555,,2026,86,,,40,,,10,26,,,,809,,13,35,,,906,20,,1618,,,,,,12,,,2,,,,,,304,118,,3935,102,22335,,,,8,,,355,,,,67,8115,,206,597,459,158,,,178,,,10,373,,,,2,,,135,,,,,46,30,,1614,,8,103,204,,1728,,1107,32,,,,1065,1468,,,409,201,,3,,,,1404,,,,,,,32613,,14292,,,,262,68,8,,,,39,
"AUT",,,,,,,,,1777,,,12541,,,4,,,,21,689,,,8,,86,,141,,2174,,,14,,,,,,12463,13,13,,,275,,,,142,,,,54,,490,,,39,818,,,574,,,810,102,330,7,,,,,,,,,148,4000,,,,,,108397,,,1369,,,,,,,,,142,,,2313,24,,,,,24,,3030,3097,,157,34,,,,,,,27,,,,947,967,24,201,,,,27,,7,,,,,,209,,,1,,,,,,483,,,2965,,359,33,,,,,,520,,,,26,,,68,58,3030,53,,,,,,312,1853,,,,3,,,,,,,,441,,,,,111,1828,,,1514,,1003,,,,,2671,17775,,44,,,,,,,,3440,,,,,,,5498,,31407,,,,,511,,,,,,
"AZE",,,,,,,,,,195541,,44,306,,,,,,8959,4,,,,,0,,,,,,,4,,,,,,507,,,,,0,,,,,,,,1,,,,,4,25,,,27,,,,,22,,,,1358,,,,,,0,203,,,,,3642,325,,,94,,,,,,,,,,,,65,1,,,468,,6,,7009,2,,,,19393,,,,6372,,1002,,,,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,0,,,,,,,,,164,1,,,,2369,,,459725,,,,,,,,,,,,,,,,,3,,,,,,15,,,,,44,57,,114,,,,,,,,2202,5282,,,,34915,,46,,4415,,,11682,,,,,,,,
"BHS",,,,,,,,2,,,,92,7,,,,,25,,7,,,,,7,21,,,,5,,1,,,,,,517,31,,,,1,,,,,,,,7,,,,,0,,,,1,,2,39,9,1,,,,,,,,,,0,26,,,,,,,,,12,,8,,,,,,2,,,,1,0,,,,,3,,,2,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,15,,,12,,,,,,4,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,3,,,,,10,38,,,,,,,,,,,,435,,,,,150,,8852,,,,,,,,,,,
"BHR",,,,,,,,,19,,,248,6,,,,49,,,55,,,,,0,,,,,,,1,,,,,,145,,,,,2,,,,,,,,1,,,,,15,5,,,35,,,18,,153,,,,,,,,,,1,27,,,,,,,,,3,,,,,,,,,,,,8,0,,,,,8,,,0,,,61,,,,19,,,0,28,,,442,,,,,,,,,,,,,,,,,,,,,,,,20,,,24,,,,,,,,,3,50,,,,,,,13,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,86,,2,2,4064,,,26,44,,,,,,,,,,,,,,,,58,364,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,1388,1007,,,18393,,,,370,,,,16,3,,,,,,593,18,,,,,,2046,,,,,0,631,194,,,,,,1,,,,,159,7,21,,78,,,,,89,11,,,,,,,,654,93,1432,,,,,,4373,,,4245,,,,,,,,,,,,52,0,2324893,,,,77,,,4827,,1075,651,,,,109188,,,3,297,,,252,,,17,,,22967,892,,3,,,,21,,23,,,,,,,,1158,30,,43,145,,164,,,,,,421,350,49323,,,7,,,,39,57,72,,33076,654,,,2,628,,,,,,,,,,357396,,,4,,5840,,,,,,1763,,205,5,,,,1254,571,,,438,60,,,,,,73,,,,10,,139177,54463,,14219,,,,,,215,,,,,
"BRB",,,,,,,,98,0,,,169,6,,149,,,,,4,,,,,5,44,,,,60,,0,,,,,,6926,47,,,,11,,,,,,,,6,,,,,,1,,,11,,33,,,,31,,,,,,,,,4,19,,,,,,,,,3,,50,,,,,,80,,,,0,0,,,,,2,,,1,205,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,5,,,,53,,,,,,,,,,,,,,,,17,164,,171,,,,,,,,,,,,,,,19,,1,,,,,57,23,,,,,,,,1253,,,,,,,,,10751,,19387,149,,,,116,,,,,,
"BLR",,,,,,,,,284,380,,128,240,114,,,,,,53,,,,,0,,,,,,,17,,,,,,2058,,,,,2,,,,,,,,3,,0,,,21,138,,,33,,,,,105,,,,11343,,,,,,0,452,,,,,7161,437,,,327,,,,,,,,,,,,46,0,,,,,52,,15568,32,,,,34517,,,,12466,,26196,,,,301,,34760,3,,,,,,0,,,,,,,,,,,,,,,,,,9,,,,,,,,,0,,,,,,,,,62588,24,,,,4964,,4,397159,,,,,,,,,,,,3,,,,,18,8,,,55,,19,,,,,122,47,,393,,,,,,,,20,2029,,,,172877,,204,,10556,,,17213,,,,,,,,
"BEL",,,,,129,,,,585,,,2294,679,,3,,,,20,,,,8,,163,,,,1021,,,11,,315,7,,,10504,2,,,,520,,,,199,,,,115,,89,,,32,105,,,333,,,303,145,337,48,,,,,,,,,61,54338,40,,84,,,11095,,,2304,,,90,,,122,,,,,13,43,15,,,,,230,,1642,3989,,205,17,,,,,,,9,,,,967,1,22,5322,,,,,,9,,28,25,60,,395,,,,,,508,,,136,,,18747,,,36,,,,,,349,,,,19,,,200,57,1967,657,,,,,,109,422,,,,3,,,,,,,,8,15,,,,27,116,,,2737,,7825,,,,,487,4339,,,,,16,,,,,2287,,,,25,,,5609,,11132,,,,,275,,,,,,
"BLZ",,,,,,,,4,2,,,13,11,,10,,,,,,,,,,536,,,,,,,0,,,,,,455,59,,,,10,,,,,,,,98,,,,,0,0,,,1,,,,,,113,,,,,,,,,0,2,,,,,,,,,3,,,,,181,,,,,,116,0,0,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,33,,,,,,,,,,34,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,4,7,,,,,,,,,,,,,,,,,433,,12356,,,,,10,,,,,,
"BEN",,,,,,,,,,,,14,30,,,,,,,1137,,,,,0,,,,,,,2,1026,,,,,72,,,,,0,,,,,,2084,,0,28003,,,,2,6,,,9,,,,,44,,,,,,,,,,1,6325,,,8142,,,503,4483,,3,,,,,,1272,,,,,,11,,,,,,2,,,37,,,,,,,,,,0,,,38,,,,,,,,,315,,,,231,,,,,,,,,,,,99,,,35,,,,3822,54193,,,,11,,,,,,,,,,6,,,,,,,156,,,,,,,,,,,1519,,,102,,,,,,,123,,21,,,,,11,106,,,,,13235,,,,,,,,,,,,21,,,,,,,,,,,,,
"BMU",,,,,,,,4,,,,180,4,,19,,,,,,,,,,0,,,,,,,0,,,,,,815,9,,,,12,,,,,,,,3,,,,,0,1,,,3,,,9,,,,,,,,,,,,0,19,,,,,,,,,2,,,,,,,,,,,,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,23,,,,,,,0,,,,,,,,,,,,,,,,,,29689,,3900,,,,,,,,,,,
"BTN",,,,,,,,,,,,19,8,,,,,,,99,,,,,,,,,,,,1,,,,,,0,,,,,4,,,,,,,,2,,,,,,0,,,6,,,9,,,,,,,,,,,,0,151,,,,,,,,,3,,,,,,,,,,,,,,5491,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065,8,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,33,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,
"BOL",,,,,,,,,76050,,,245,127,,,,,,,325,,,,,,,,,9177,,,1,,,,,,752,,,,,3455,,,,304,,,,159,,0,74,,2,9,,,32,,,194,270,,48,,,,,,,,,15,567,,,,,,881,,,4,,,,,22,,,,,,84,13,2,,,,,1,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,,,,,,,,,,,,101,,,29,,,,,,61,,,,108,,420,1591,61,23,8,52,,,,,,192,,,,,,,,,,,,,,,,,,,,,69,,821,,,,,990,557,,,,,,,,,,,,,,,,,90,,15312,,,,,1161,,,,,,
"BES",,,,,,,,2,,,28,,,,,,,,,,,,,,6,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,22,,,,,,
"BIH",,,,,,,,,,,,11394,46141,,,,,,,156,,,,,0,,,,,,,11,,,,,,12236,,,,,3,,,,,,,,,,148847,,,8,220,,,8344,,,6,,12,,,,,,,,,,0,4202,,,,,,58816,,,269,,,,,,,,,,,,227,5,,,,,59,,,1402,,,150,,,,,,,2,,,,33,145,,1183,,,,,,16,,,,,,,,,,,,,,,,,,71,,,,,,,1820,,3,,,,,,,,,2092,7,,,,,,12,430,,,,,,,,,,,,19925,,,,,33,35036,,,42,,309,,,,,20385,21232,,,,,,,,,,3781,,,,,,,1217,,27076,,,,,12,,,,,,
"BWA",,,,,,,,,,,,85,7,,0,,,,,12,,,,,,,,,,,,5,,,,,,37,,,,,2,,,,,,,,,,,,,1,0,,,15,,,,,,,,,,91,,,,,1,86,,,,,,,,,1,,,,,,,,,,,,1,,,,,,8,,,0,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,46,,,,,,,,,14,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,15195,,,,,,,14,11,,,,,,,,,,,,,,,,,1078,54,,,,,,,,,,,175,1681
"BRA",,,,,,,,,14973,,,1456,1008,,16,,299,,32,701,,,,,5564,,,,,,,4,,,38,,,3421,10,0,,,2039,6683,,,753,,,,163,,45,,,6,17,244,,284,,,442,415,55,126,,,,,,,4,,70,8421,3311,,,,,4590,3,,705,,,12,,16,153,,292,,,77,26,4,,,,,187,,2567,3993,,28756,38,,,,,,,4,,,,157,11,36,94,,,,,,10,,6,74,,,782,,,,,,,,,326,,,1618,,347,53,,,,,,215,,,,247,,59366,1345,54,123,10256,88,,,,,1,283,,,,3,,,,0,,,258,2,,,,,2,4,,,270,,5362,,,,1133,1058,4149,,,,59,,,,,,35,,,,,,,4076,,32922,,7392,,,2130,,,,,,
"VGB",,,,,,,,32,,,,3,,,3,,,,,,,,,,,0,,,,,,14,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,,,,,,,,,,6,,4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,,,,,,,,,,,,,,,,,12,,,,,,,0,,,,,,,,,,,9,,,,,,,26,,,1122,,,,,,,,,,
"BRN",,,,,,,,,2,,,849,3,,,,,,,,,,,,,,,,,,,0,,,,,,2067,,,,,,,,,,,,,,,,,,0,,,,2,,,,,26,,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,10518,,,,1,,,0,,,5,,,,,,,,,,,,,,,,,1628,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,12,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,,0,15,,18,,,,,,,,,,,,,,,234,,,,,,,,,,,,,
"BGR",,,,,,,,,573,,,1087,3788,,0,,,,19,385,,,,,5,,,,190,,,,,,,,,1400,,,,,50,,,,37,,,,17,,0,123,,501,743,,,99,,,205,30,35,,,,,,,,,,160,4203,,,,,,15209,,,5661,0,,,,,,,,,,,872,8,,,,,84,,8873,155,,,46,,,,,,,187,,,,,18,27,17,,,,,,36,,,,,,46,,,1,,,,,,10,,,331,,,28,,,,448,,234,,,,17,,,25,,1427,122,,,,266,,11092,5280,,,,,,,,,,,,43,,,,,197,34,,,1580,,557,,,,,1335,904,,,,,,,,,,224879,,,,,1372,,903,,4383,,,,,80,,,,,,
"BFA",,,,,,,,,4,,,18,37,,,,,,,299,,2066,,,,,,,,,,2,,,,,,19,,,,,0,,,,,,,,,522444,,,,,0,,,1,,,,,64,,,,,,,,,,0,2103,,,1299,,,475,22731,,3,,,,,,301,,,,,,,0,,,,,1,,,133,,,,,,,,,,,,,237,,,,,,,,,11605,,,,,,,,,,,,,,,,50,,,60,,,,5463,,,,,16,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,22,,,,,,,,,60,,,,,17,124,,,,,3374,,,,,,,,,,,,9,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,9,31,,,,,,,701,,,,,0,,,,,,,2,,,,,,238,,,,,8,,,,,,,,,,,,,1,0,,9725,10,,,0,,42,,,306,,4,10,,,,3,613,,,31,,,173,,,24,,,,,,,,,,,,,,,,,,5,,,35,,,,,55,,,,,1,,,,,,,,,258,,,,,,,,,,,,,,,,,334,,348,,,122,,,,,,,,,0,,,,,,,,,,,,,,,,,84,14038,,,,,,,,,,,,,,,,,,,,1361,,3,,,,,35,143,,,,,,,,,,,,,,30689,,,166,114292,,,,,,,,,,,0,
"CPV",,,,,,1920,,,19,,,14,9,,,,,,,165,,,,,0,,,,,,,2,,,,,,24,,,,,2,,,,,,,,,153,,,,,2,,,4,,,0,,,,,,,,,,,,2,7646,,,,,,,,,18,,,,,,51,130,,,,,,9,,,,,1,,,480,,,,,,,,,,1,,,,,,,570,,,,,,,,,,,,,,,,,,,1410,,,,,4053,,,,,,,,,91,,,,,,,,7,,15865,,,,,,,26,,,,,,,,,2255,,,,,3,,,,,,,,,498,,,,,107,547,,,,,11,,,,,,,,,,,,27,,6561,,,,,,,,,,,
"KHM",,,,,,,,,30,,,10474,235,,,,6979,,,403,,,,,0,,,,,,,2,,,,,,8389,,,,,1,,,,,,,,0,,,,,0,2,,,27,,,63,,,,,,,,,,,,31,35486,,,,,,960,,,5,,,,,,,,,,,,37,0,,,,,0,,,14,,597,,,,,,,697,0,,,,,,,,,,457,,,,,,,,,,,,,,,,,,,,,128,231,2030,,,,,,,56,,,,,,,,3840,20,,,,3,,,,111,,,,,,,,,,,,,,,,,,,,,,,3,,,,,118,818,,,36220,,,,,,,,,,,,,,55,,54772,,,,,,11456,,,,,
"CMR",,,,,,,,,,,,46,227,,,,,,,1110,,,,,0,,,,,,,1,,,,,,147,,,16731,,10,,,,,,2036,,3,,,,,8,0,,,18,,,3,10,118,,133,,,,,,,,2,17351,,,7765,,,1650,38,,104,,,,,,,,,,,,6,1,,,,,29,,,88,,,,,,,,,,1,,,,,,,21,,,,,336,,,,189,,,3,,,,,,,,,144,,,227,,,,125,5746,,,,71,,,,,,,,,13,9,,,,,,0,362,,,,,,,,,,,317,,,,,,,0,,,1488,,228,,,,,57,886,,,,,207,,,,0,,,,,,,,278,,1717,,,,,,,,,,8,
"CAN",,908,,,,,8,105,360,,,13475,681,,286,,,280,44,1340,269,,984,8,872,31,,57,612,51,,11,,,,10,,,217,9,,,555,2219,4674,,348,,,,463,,170,77,,185,68,82,,1043,,34,1794,394,198,243,,,16,3,,,2,,449,7738,,79,49,,,4699,61,,7381,4,42,95,,66,158,15,47,307,,150,100,65,3011,151,,,182,46,2207,3421,553,2501,123,,,,,,,23,,,130,570,,34,109,,,,7,,671,,,26,13,,1428,,,14,,27,,,,123,,,3220,,3114,95,,,,,,970,,,,73,212,689,388,326,1174,2048,109,,278,,,15,193,,,,51,51,70,8,,,,,1,,16,396,,18,125,,,1191,,1023,1,,,,935,2983,,35,566,,12,,,460,,176,,84,,69,,,29013,109,245893,,180,,,517,14,,,,107,
"CYM",,,,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,0,,,,,,47,,,,,5,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,36,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,6,10,,,,,,,95,,,,,0,,,,,,,,,,,,,6,,,4355,,5,,,,,,5635,,4,,,,,2,1,,,1,,,0,,35,,,,,,,,,,0,4317,,,,,,,,,24,,,,,,,,,,,,4,,,,,,0,,,2,,,,,,,,,,0,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,0,,,,,,,6,,,85,,7,,,9208,,4,56,,,,,98,,,,,,,,,,,,22,,,,,,,,,,,,,
"TCD",,,,,,6,,,,,,9,4,,,100,,,,116,,77,,,5,,,,,,,1,,,,,47150,52,,5457,,,2,,,,,,2103,,,,,,,,2,,,1,,,3,,198,,,,,,,,,,1,1460,,,841,,,235,6,,9,,,,,,,,,,,,2,,,,,,1,,,6,,,4,,,,527,,,,,,,569,,,,,,,,,,,,24,,,,,,,,,,,,,,,17,,,,832,6234,,,,7,,,,,,,,,,,,3150,,,,,79,,,,,,,,,,,,,,0,,,5,,,,,,5,,,97702,,18,80,,,,,225,,,,,,,,,,,757,21,,,,,,,,,,,,,
