"","AFG","ALB","DZA","ASM","AND","AGO","AIA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BOL","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","CPV","KHM","CMR","CAN","CYM","CAF","TCD","JEY","CHL","CHN","HKG","MAC","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","PRK","COD","DNK","DJI","DMA","DOM","ECU","EGY","SLV","GNQ","ERI","EST","SWZ","ETH","FLK","FRO","FJI","FIN","FRA","GUF","PYF","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GUM","GTM","GIN","GNB","GUY","HTI","VAT","HND","HUN","ISL","IND","IDN","IRN","IRQ","IRL","IMN","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KIR","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LIE","LTU","LUX","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MYT","MEX","FSM","MCO","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","NLD","NCL","NZL","NIC","NER","NGA","NIU","MKD","MNP","NOR","OMN","PAK","PLW","PAN","PNG","PRY","PER","PHL","POL","PRT","PRI","QAT","KOR","MDA","REU","ROU","RUS","RWA","SHN","KNA","LCA","SPM","VCT","WSM","SMR","STP","SAU","SEN","SRB","SYC","SLE","SGP","SXM","SVK","SVN","SLB","SOM","ZAF","SSD","ESP","LKA","PSE","SDN","SUR","SWE","CHE","SYR","TJK","THA","TLS","TGO","TKL","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","TZA","USA","VIR","URY","UZB","VUT","VEN","VNM","WLF","ESH","YEM","ZMB","ZWE"
"BHS",,,,,,,,5,,,,178,13,,,,,55,,13,,,,,9,44,,,,14,,1,,,,,,1061,58,,,,1,,,,,,,,10,,,,,0,,,,5,,5,91,16,11,,,,,,,,,,1,64,,,,,,,,,21,,17,,,,,,4,,,,1,1,,,,,5,,,6,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,24,,,23,,,,,,7,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,5,,,,,12,75,,,,,,,,,,,,840,,,,,250,,21633,,,,,,,,,,,
"BHR",,,,,,,,,28,,,493,12,,,,89,,,55,,,,,0,,,,,,,1,,,,,,297,,,,,3,,,,,,,,1,,,,,27,6,,,67,,,21,,382,,,,,,,,,,2,55,,,,,,,,,5,,,,,,,,,,,,13,0,,,,,16,,,0,,,143,,,,189,,,0,65,,,1091,,,,,,,,,,,,,,,,,,,,,,,,72,,,49,,,,,,,,,6,106,,,,,,,19,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,161,,3,4,8351,,,42,78,,,,,,,,,,,,,,,,231,583,,,,,,,,,,,,,
"BGD",,,,,,,,,,,,2315,1508,,,20442,,,,554,,,,24,5,,,,,,659,22,,,,,,4203,,,,,0,1858,297,,,,,,13,,,,,162,8,74,,241,,,,,112,11,,,,,,,,1368,115,2198,,,,,,4767,,,7665,,,,,,,,,,,,60,0,4375155,,,,157,,,5421,,2110,948,,,,126783,,,3,433,,,318,,,29,,,23930,1623,,6,,,,71,,35,,,,,,,,1370,48,,500,401,,252,,,,,,434,558,50041,,,7,,,,70,60,76,,36556,658,,,3,1280,,,,,,,,,,479380,,,11,,8818,,,,,,2469,,248,7,,,,2307,730,,,725,103,,,,,,79,,,,49,,154869,102380,,21414,,,,,,225,,,,,
"BRB",,,,,,,,204,16,,,301,12,,234,,,,,20,,,,,7,142,,,,94,,1,,,,,,14225,64,,,,23,,,,,,,,8,,,,,,3,,,17,,61,,,,64,,,,,,,,,4,42,,,,,,,,,6,,101,,,,,,156,,,,0,0,,,,,4,,,3,418,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,9,,,,137,,,,,,,,,,,,,,,,41,324,,303,,,,,,,,,,,,,,,30,,3,,,,,79,44,,,,,,,,2411,,,,,,,,,21736,,43015,289,,,,241,,,,,,
"BLR",,,,,,,,,669,1280,,260,918,626,,,,,,150,,,,,0,,,,,,,89,,,,,,4227,,,,,6,,,,,,,,5,,0,,,84,322,,,125,,,,,246,,,,23870,,,,,,0,1126,,,,,16521,1190,,,592,,,,,,,,,,,,91,0,,,,,117,,33049,93,,,,72545,,,,30187,,60530,,,,702,,80249,42,,,,,,3,,,,,,,,,,,,,,,,,,14,,,,,,,,,0,,,,,,,,,148245,38,,,,12664,,9,809353,,,,,,,,,,,,16,,,,,60,16,,,113,,54,,,,,352,140,,893,,,,,,,,72,3259,,,,403448,,310,,21579,,,37057,,,,,,,,
"BEL",,,,,241,,,,1151,,,4620,1418,,8,,,,28,,,,18,,268,,,,1887,,,14,,642,14,,,21575,3,,,,1013,,,,377,,,,200,,192,,,65,186,,,727,,,490,285,672,95,,,,,,,,,114,127976,75,,154,,,21902,,,5284,,,186,,,207,,,,,19,98,34,,,,,471,,3657,14298,,402,33,,,,,,,14,,,,1918,1,30,11205,,,,,,19,,58,56,76,,730,,,,,,959,,,272,,,41730,,,52,,,,,,782,,,,26,,,381,76,3969,1464,,,,,,273,859,,,,5,,,,,,,,13,32,,,,62,250,,,5864,,16881,,,,,943,9525,,,,,24,,,,,4703,,,,44,,,16085,,34366,,,,,514,,,,,,
"BLZ",,,,,,,,8,12,,,34,22,,31,,,,,,,,,,991,,,,,,,0,,,,,,935,110,,,,16,,,,,,,,202,,,,,0,1,,,5,,,,,,244,,,,,,,,,0,7,,,,,,,,,5,,,,,543,,,,,,213,0,0,,,,,1,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,,,,,,,,,,,,,,,60,,,,,,,,,,64,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,4,11,,,,,,,,,,,,,,,,,1194,,29957,,,,,18,,,,,,
"BEN",,,,,,,,,,,,17,44,,,,,,,1748,,,,,0,,,,,,,2,2054,,,,,149,,,,,0,,,,,,4357,,1,51216,,,,2,7,,,14,,,,,46,,,,,,,,,,1,11476,,,16141,,,610,8959,,5,,,,,,2351,,,,,,11,,,,,,6,,,107,,,,,,,,,,0,,,63,,,,,,,,,542,,,,491,,,,,,,,,,,,230,,,53,,,,8948,96599,,,,11,,,,,,,,,,7,,,,,,,317,,,,,,,,,,,2984,,,262,,,,,,,192,,30,,,,,17,174,,,,,24038,,,,,,,,,,,,32,,,,,,,,,,,,,
"BMU",,,,,,,,9,,,,351,10,,34,,,,,,,,,,0,,,,,,,0,,,,,,1674,10,,,,21,,,,,,,,5,,,,,0,1,,,9,,,9,,,,,,,,,,,,0,53,,,,,,,,,2,,,,,,,,,,,,0,1,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,61,,,,,,,0,,,,,,,,,,,,,,,,,,61457,,7972,,,,,,,,,,,
"BTN",,,,,,,,,,,,25,14,,,,,,,158,,,,,,,,,,,,1,,,,,,0,,,,,4,,,,,,,,3,,,,,,0,,,7,,,9,,,,,,,,,,,,0,240,,,,,,,,,6,,,,,,,,,,,,,,11088,,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16805,9,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7,58,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,
"BOL",,,,,,,,,147234,,,509,280,,,,,,,778,,,,,,,,,15996,,,1,,,,,,1545,,,,,7277,,,,634,,,,269,,0,128,,3,12,,,60,,,363,509,,73,,,,,,,,,24,1287,,,,,,1634,,,9,,,,,67,,,,,,112,14,6,,,,,3,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,,,,,,,,,,,,216,,,47,,,,,,117,,,,213,,809,3569,108,35,15,109,,,,,,392,,,,,,,,,,,,,,,,,,,,,158,,1806,,,,,1845,1129,,,,,,,,,,,,,,,,,158,,31303,,,,,2224,,,,,,
"BES",,,,,,,,4,,,53,,,,,,,,,,,,,,13,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,45,,,,,,
"BIH",,,,,,,,,,,,22312,92349,,,,,,,308,,,,,0,,,,,,,18,,,,,,25135,,,,,6,,,,,,,,,,312821,,,17,355,,,16411,,,6,,23,,,,,,,,,,0,8357,,,,,,108349,,,487,,,,,,,,,,,,381,9,,,,,123,,,4034,,,320,,,,,,,2,,,,66,297,,2334,,,,,,25,,,,,,,,,,,,,,,,,,131,,,,,,,4365,,3,,,,,,,,,4625,13,,,,,,25,876,,,,,,,,,,,,42141,,,,,47,68549,,,147,,643,,,,,40488,41166,,,,,,,,,,6811,,,,,,,1816,,55354,,,,,21,,,,,,
"BWA",,,,,,,,,,,,153,15,,0,,,,,24,,,,,,,,,,,,7,,,,,,77,,,,,5,,,,,,,,,,,,,2,0,,,34,,,,,,,,,,161,,,,,1,182,,,,,,,,,3,,,,,,,,,,,,1,,,,,,15,,,1,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,975,,,89,,,,,,,,,35,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,18470,,,,,,,38,19,,,,,,,,,,,,,,,,,1955,80,,,,,,,,,,,469,2945
"BRA",,,,,,,,,34359,,,2926,2857,,36,,552,,69,1585,,,,,10558,,,,,,,8,,,77,,,7028,21,0,,,4332,12090,,,1728,,,,346,,122,,,15,28,479,,765,,,950,968,137,329,,,,,,,6,,162,20435,6204,,,,,11446,7,,1460,,,35,,77,248,,485,,,179,68,11,,,,,380,,5866,25441,,56445,101,,,,,,,8,,,,390,36,75,288,,,,,,27,,16,143,,,1682,,,,,,,,,790,,,3820,,718,138,,,,,,576,,,,633,,111355,3030,123,299,23722,185,,,,,2,577,,,,5,,,,18,,,536,5,,,,,4,7,,,979,,13454,,,,2100,2747,13295,,,,152,,,,,,83,,,,,,,9560,,82489,,10581,,,4323,,,,,,
"VGB",,,,,,,,66,,,,6,,,5,,,,,,,,,,,0,,,,,,21,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,,,,,,,,,,,,,,,,,,12,,8,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,2,,,,,,,,,,,,,,,,,23,,,,,,,0,,,,,,,,,,,18,,,,,,,47,,,2665,,,,,,,,,,
"BRN",,,,,,,,,2,,,1620,3,,,,,,,,,,,,,,,,,,,0,,,,,,4246,,,,,,,,,,,,,,,,,,1,,,,4,,,,,65,,,,,,,,,,0,33,,,,,,,,,,,,,,,,,,,,,,,16220,,,,3,,,0,,,11,,,,,,,,,,,,,,,,,3234,,,,,,,,,,,,,,,,,,,,,273,,,,,,,,,20,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1,,,,,0,32,,38,,,,,,,,,,,,,,,388,,,,,,,,,,,,,
"BGR",,,,,,,,,975,,,1755,8666,,0,,,,30,996,,,,,16,,,,409,,,,,,,,,2874,,,,,65,,,,68,,,,39,,0,296,,1531,1154,,,224,,,357,65,71,,,,,,,,,,274,9404,,,,,,27077,,,7509,0,,,,,,,,,,,1962,18,,,,,178,,19353,446,,,91,,,,,,,390,,,,,18,33,42,,,,,,77,,,,,,69,,,2,,,,,,45,,,827,,,88,,,,1075,,369,,,,25,,,41,,2414,183,,,,462,,24353,10760,,,,,,,,,,,,139,,,,,362,65,,,3836,,1084,,,,,2756,2439,,,,,,,,,,462767,,,,,2094,,1670,,8579,,,,,126,,,,,,
"BFA",,,,,,,,,26,,,30,67,,,,,,,488,,3507,,,,,,,,,,3,,,,,,38,,,,,1,,,,,,,,,927756,,,,,1,,,2,,,,,67,,,,,,,,,,0,3831,,,2161,,,563,41668,,5,,,,,,479,,,,,,,0,,,,,2,,,381,,,,,,,,,,,,,388,,,,,,,,,23024,,,,,,,,,,,,,,,,105,,,91,,,,9596,,,,,19,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,35,,,,,,,,,96,,,,,26,206,,,,,6133,,,,,,,,,,,,12,,,,,,,,,,,,,
"BDI",,,,,,,,,,,,15,53,,,,,,,1251,,,,,0,,,,,,,4,,,,,,489,,,,,18,,,,,,,,,,,,,1,0,,20203,23,,,3,,47,,,618,,7,19,,,,3,1344,,,52,,,233,,,44,,,,,,,,,,,,,,,,,,9,,,101,,,,,99,,,,,1,,,,,,,,,705,,,,,,,,,,,,,,,,,615,,575,,,222,,,,,,,,,0,,,,,,,,,,,,,,,,,171,26393,,,,,,,,,,,,,,,,,,,,2092,,5,,,,,65,306,,,,,,,,,,,,,,48841,,,281,232210,,,,,,,,,,,0,
"CPV",,,,,,3569,,,51,,,20,22,,,,,,,459,,,,,0,,,,,,,2,,,,,,48,,,,,5,,,,,,,,,274,,,,,3,,,5,,,3,,,,,,,,,,,,2,16358,,,,,,,,,32,,,,,,98,355,,,,,,19,,,,,1,,,6799,,,,,,,,,,1,,,,,,,1148,,,,,,,,,,,,,,,,,,,2500,,,,,7912,,,,,,,,,163,,,,,,,,12,,30179,,,,,,,52,,,,,,,,,4250,,,,,5,,,,,,,,,1274,,,,,231,1084,,,,,19,,,,,,,,,,,,45,,14368,,,,,,,,,,,
"KHM",,,,,,,,,46,,,20651,528,,,,12924,,,986,,,,,0,,,,,,,6,,,,,,17233,,,,,2,,,,,,,,2,,,,,0,4,,,50,,,118,,,,,,,,,,,,62,69234,,,,,,1666,,,8,,,,,,,,,,,,65,1,,,,,2,,,41,,1171,,,,,,,1398,0,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,261,482,4114,,,,,,,107,,,,,,,,7528,31,,,,3,,,,227,,,,,,,,,,,,,,,,,,,,,,,5,,,,,254,1637,,,73756,,,,,,,,,,,,,,97,,118833,,,,,,21150,,,,,
"CMR",,,,,,,,,,,,68,360,,,,,,,2109,,,,,1,,,,,,,1,,,,,,302,,,30992,,18,,,,,,3464,,8,,,,,14,1,,,31,,,3,15,135,,202,,,,,,,,6,36846,,,15661,,,2178,61,,188,,,,,,,,,,,,6,1,,,,,67,,,254,,,,,,,,,,1,,,,,,,58,,,,,592,,,,350,,,5,,,,,,,,,175,,,431,,,,265,10242,,,,121,,,,,,,,,14,16,,,,,,0,738,,,,,,,,,,,837,,,,,,,0,,,2303,,428,,,,,84,2245,,,,,334,,,,0,,,,,,,,451,,3161,,,,,,,,,,10,
"CAN",,1151,,,,,28,218,796,,,27452,1402,,730,,,668,85,2638,542,,2295,17,1765,52,,112,970,120,,17,,,,20,,,422,19,,,1051,3756,8414,,682,,,,810,,473,135,,374,121,149,,2175,,67,3562,806,331,508,,,29,4,,,3,,960,16520,,114,90,,,9241,147,,14677,12,85,197,,272,297,37,92,628,,264,226,145,6474,286,,,371,104,4777,10188,1140,4910,241,,,,,,,42,,,247,946,,66,229,,,,12,,1385,,,46,36,,3100,,,26,,56,,,,279,,,6485,,6566,185,,,,,,2126,,,,140,358,1418,762,628,2207,4262,231,,513,,,28,394,,,,107,205,143,16,,,,,1,,38,717,,40,274,,,2877,,2236,2,,,,1791,6669,,77,917,,18,,,963,,345,,162,,98,,,63555,184,744830,,427,,,981,26,,,,227,
"CYM",,,,,,,,,,,,3,,,9,,,,,,,,,,,,,,,,,0,,,,,,96,,,,,17,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,68,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,
"CAF",,,,,,,,,,,,6,16,,,,,,,190,,,,,0,,,,,,,,,,,,,14,,,8067,,8,,,,,,10616,,5,,,,,4,1,,,1,,,6,,51,,,,,,,,,,0,8492,,,,,,,,,42,,,,,,,,,,,,4,,,,,,1,,,6,,,,,,,,,,1,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,0,,,,,,,12,,,118,,13,,,17911,,8,120,,,,,179,,,,,,,,,,,,42,,,,,,,,,,,,,
"TCD",,,,,,12,,,,,,15,7,,,140,,,,202,,143,,,6,,,,,,,1,,,,,95527,106,,10010,,,4,,,,,,3239,,,,,,,,2,,,1,,,3,,305,,,,,,,,,,1,2554,,,1398,,,265,8,,18,,,,,,,,,,,,2,,,,,,2,,,17,,,4,,,,870,,,,,,,871,,,,,,,,,,,,47,,,,,,,,,,,,,,,28,,,,1443,11111,,,,7,,,,,,,,,,,,10484,,,,,161,,,,,,,,,,,,,,0,,,8,,,,,,7,,,196164,,22,157,,,,,342,,,,,,,,,,,1063,25,,,,,,,,,,,,,
