CODGEO,LIBGEO,DCLT,L_DCLT,NBFLUX_C17_ACTOCC15P,dept_O,dept_D,fij
"38247",Montalieu-Vercieu,"38320",Porcieu-Amblagnieu,4.87285782888768,"38","38",4.87285782888768
"38247",Montalieu-Vercieu,"38348",Ruy-Montceau,4.87285782888768,"38","38",4.87285782888768
"38247",Montalieu-Vercieu,"38423",Saint-Martin-le-Vinoux,5.09926551596577,"38","38",5.09926551596577
"38247",Montalieu-Vercieu,"38449",Saint-Quentin-Fallavier,9.80262080789421,"38","38",9.80262080789421
"38247",Montalieu-Vercieu,"38451",Saint-Romain-de-Jalionas,9.91455382025555,"38","38",9.91455382025555
"38247",Montalieu-Vercieu,"38455",Saint-Savin,4.98477641334601,"38","38",4.98477641334601
"38247",Montalieu-Vercieu,"38459",Saint-Sorlin-de-Vienne,9.8569988883083,"38","38",9.8569988883083
"38247",Montalieu-Vercieu,"38467",Salagnon,4.92849944415415,"38","38",4.92849944415415
"38247",Montalieu-Vercieu,"38507",Tignieu-Jameyzieu,19.939748262214,"38","38",19.939748262214
"38247",Montalieu-Vercieu,"38515",Trept,4.92849944415415,"38","38",4.92849944415415
"38247",Montalieu-Vercieu,"38537",La VerpilliÃ¨re,9.91327585750016,"38","38",9.91327585750016
"38247",Montalieu-Vercieu,"38543",VÃ©zeronce-Curtin,4.87285782888768,"38","38",4.87285782888768
"38247",Montalieu-Vercieu,"38544",Vienne,4.92849944415415,"38","38",4.92849944415415
"38248",Montaud,"38057",Bresson,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38140",Crolles,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38151",Ã‰chirolles,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38158",Eybens,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38185",Grenoble,56.9942748091603,"38","38",56.9942748091603
"38248",Montaud,"38200",Jarrie,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38248",Montaud,25.9064885496183,"38","38",25.9064885496183
"38248",Montaud,"38249",Montbonnot-Saint-Martin,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38382",Saint-Ã‰grÃ¨ve,20.7251908396946,"38","38",20.7251908396946
"38248",Montaud,"38400",Saint-Jean-de-Moirans,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38416",Saint-Marcellin,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38421",Saint-Martin-d'HÃ¨res,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38423",Saint-Martin-le-Vinoux,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38450",Saint-Quentin-sur-IsÃ¨re,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38474",Sassenage,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38516",La Tronche,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38517",Tullins,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38540",Veurey-Voroize,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38563",Voiron,10.3625954198473,"38","38",10.3625954198473
"38248",Montaud,"38565",Voreppe,5.18129770992366,"38","38",5.18129770992366
"38248",Montaud,"38567",Chamrousse,5.18129770992366,"38","38",5.18129770992366
"38249",Montbonnot-Saint-Martin,"38039",Bernin,18.6592589003601,"38","38",18.6592589003601
"38249",Montbonnot-Saint-Martin,"38045",Biviers,9.32962945018006,"38","38",9.32962945018006
"38249",Montbonnot-Saint-Martin,"38058",BrÃ©zins,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38070",Le Champ-prÃ¨s-Froges,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38100",Le Cheylas,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38111",Claix,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38120",La Combe-de-Lancey,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38126",Corenc,23.3240736254502,"38","38",23.3240736254502
"38249",Montbonnot-Saint-Martin,"38140",Crolles,135.279627027611,"38","38",135.279627027611
"38249",Montbonnot-Saint-Martin,"38150",DomÃ¨ne,23.3240736254502,"38","38",23.3240736254502
"38249",Montbonnot-Saint-Martin,"38151",Ã‰chirolles,111.955553402161,"38","38",111.955553402161
"38249",Montbonnot-Saint-Martin,"38158",Eybens,107.290738677071,"38","38",107.290738677071
"38249",Montbonnot-Saint-Martin,"38169",Fontaine,13.9944441752701,"38","38",13.9944441752701
"38249",Montbonnot-Saint-Martin,"38175",Froges,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38179",GiÃ¨res,23.3240736254502,"38","38",23.3240736254502
"38249",Montbonnot-Saint-Martin,"38181",Goncelin,13.9944441752701,"38","38",13.9944441752701
"38249",Montbonnot-Saint-Martin,"38185",Grenoble,589.05397541454,"38","38",589.05397541454
"38249",Montbonnot-Saint-Martin,"38212",Livet-et-Gavet,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38214",Lumbin,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38229",Meylan,261.229624605042,"38","38",261.229624605042
"38249",Montbonnot-Saint-Martin,"38239",Moirans,11.9042695565732,"38","38",11.9042695565732
"38249",Montbonnot-Saint-Martin,"38249",Montbonnot-Saint-Martin,367.717508716612,"38","38",367.717508716612
"38249",Montbonnot-Saint-Martin,"38269",La Mure,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38303",La Pierre,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38309",Poisat,9.32962945018006,"38","38",9.32962945018006
"38249",Montbonnot-Saint-Martin,"38317",Le Pont-de-Claix,18.6592589003601,"38","38",18.6592589003601
"38249",Montbonnot-Saint-Martin,"38382",Saint-Ã‰grÃ¨ve,32.6537030756302,"38","38",32.6537030756302
"38249",Montbonnot-Saint-Martin,"38397",Saint-Ismier,32.6537030756302,"38","38",32.6537030756302
"38249",Montbonnot-Saint-Martin,"38400",Saint-Jean-de-Moirans,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38412",Saint-Laurent-du-Pont,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38421",Saint-Martin-d'HÃ¨res,107.290738677071,"38","38",107.290738677071
"38249",Montbonnot-Saint-Martin,"38422",Saint-Martin-d'Uriage,9.32962945018006,"38","38",9.32962945018006
"38249",Montbonnot-Saint-Martin,"38423",Saint-Martin-le-Vinoux,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38431",Saint-Nazaire-les-Eymes,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38474",Sassenage,13.9944441752701,"38","38",13.9944441752701
"38249",Montbonnot-Saint-Martin,"38485",Seyssinet-Pariset,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38511",Le Touvet,4.66481472509003,"38","38",4.66481472509003
"38249",Montbonnot-Saint-Martin,"38516",La Tronche,191.257403728691,"38","38",191.257403728691
"38249",Montbonnot-Saint-Martin,"38524",Varces-AlliÃ¨res-et-Risset,10.6169495033766,"38","38",10.6169495033766
"38249",Montbonnot-Saint-Martin,"38538",Le Versoud,13.9944441752701,"38","38",13.9944441752701
"38249",Montbonnot-Saint-Martin,"38540",Veurey-Voroize,18.6592589003601,"38","38",18.6592589003601
"38249",Montbonnot-Saint-Martin,"38547",Villard-Bonnot,9.32962945018006,"38","38",9.32962945018006
"38249",Montbonnot-Saint-Martin,"38563",Voiron,4.66481472509003,"38","38",4.66481472509003
"38250",Montcarra,"38022",Les AveniÃ¨res Veyrins-Thuellin,10.0264776972265,"38","38",10.0264776972265
"38250",Montcarra,"38053",Bourgoin-Jallieu,57.2192374324123,"38","38",57.2192374324123
"38250",Montcarra,"38064",Cessieu,5.15835324305333,"38","38",5.15835324305333
"38250",Montcarra,"38097",Chavanoz,5.01323884861325,"38","38",5.01323884861325
"38250",Montcarra,"38104",Chimilin,5.01323884861325,"38","38",5.01323884861325
"38250",Montcarra,"38189",Heyrieux,5.01323884861325,"38","38",5.01323884861325
"38250",Montcarra,"38193",L'Isle-d'Abeau,4.87220680109313,"38","38",4.87220680109313
"38250",Montcarra,"38250",Montcarra,30.962721004811,"38","38",30.962721004811
"38250",Montcarra,"38374",Saint-Chef,15.4877828647635,"38","38",15.4877828647635
"38250",Montcarra,"38401",Saint-Jean-de-Soudain,10.3209070016037,"38","38",10.3209070016037
"38250",Montcarra,"38449",Saint-Quentin-Fallavier,15.3299453347199,"38","38",15.3299453347199
"38250",Montcarra,"38455",Saint-Savin,10.3209070016037,"38","38",10.3209070016037
"38250",Montcarra,"38467",Salagnon,5.01323884861325,"38","38",5.01323884861325
"38250",Montcarra,"38468",Salaise-sur-Sanne,5.30766815299041,"38","38",5.30766815299041
"38250",Montcarra,"38509",La Tour-du-Pin,5.01323884861325,"38","38",5.01323884861325
"38252",Montchaboud,"38140",Crolles,5,"38","38",5
"38252",Montchaboud,"38151",Ã‰chirolles,10,"38","38",10
"38252",Montchaboud,"38158",Eybens,5,"38","38",5
"38252",Montchaboud,"38179",GiÃ¨res,5,"38","38",5
"38252",Montchaboud,"38185",Grenoble,30,"38","38",30
"38252",Montchaboud,"38212",Livet-et-Gavet,10,"38","38",10
"38252",Montchaboud,"38252",Montchaboud,10,"38","38",10
"38252",Montchaboud,"38269",La Mure,5,"38","38",5
"38252",Montchaboud,"38317",Le Pont-de-Claix,5,"38","38",5
"38252",Montchaboud,"38382",Saint-Ã‰grÃ¨ve,5,"38","38",5
"38252",Montchaboud,"38529",Vaulnaveys-le-Haut,10,"38","38",10
"38252",Montchaboud,"38562",Vizille,5,"38","38",5
"38253",Les Deux Alpes,"38052",Le Bourg-d'Oisans,35.4348739495799,"38","38",35.4348739495799
"38253",Les Deux Alpes,"38073",ChantepÃ©rier,5.07352941176471,"38","38",5.07352941176471
"38253",Les Deux Alpes,"38151",Ã‰chirolles,5.05357142857143,"38","38",5.05357142857143
"38253",Les Deux Alpes,"38173",Le Freney-d'Oisans,5.05357142857143,"38","38",5.05357142857143
"38253",Les Deux Alpes,"38185",Grenoble,15.1806722689076,"38","38",15.1806722689076
"38253",Les Deux Alpes,"38253",Les Deux Alpes,1046.55777310924,"38","38",1046.55777310924
"38253",Les Deux Alpes,"38485",Seyssinet-Pariset,5.05357142857143,"38","38",5.05357142857143
"38254",Monteynard,"38111",Claix,10,"38","38",10
"38254",Monteynard,"38140",Crolles,5,"38","38",5
"38254",Monteynard,"38151",Ã‰chirolles,30,"38","38",30
"38254",Monteynard,"38169",Fontaine,5,"38","38",5
"38254",Monteynard,"38185",Grenoble,60,"38","38",60
"38254",Monteynard,"38254",Monteynard,50,"38","38",50
"38254",Monteynard,"38269",La Mure,20,"38","38",20
"38254",Monteynard,"38317",Le Pont-de-Claix,15,"38","38",15
"38254",Monteynard,"38382",Saint-Ã‰grÃ¨ve,5,"38","38",5
"38254",Monteynard,"38421",Saint-Martin-d'HÃ¨res,5,"38","38",5
"38254",Monteynard,"38485",Seyssinet-Pariset,5,"38","38",5
"38254",Monteynard,"38486",Seyssins,10,"38","38",10
"38254",Monteynard,"38513",Treffort,5,"38","38",5
"38254",Monteynard,"38524",Varces-AlliÃ¨res-et-Risset,5,"38","38",5
"38254",Monteynard,"38545",Vif,10,"38","38",10
"38255",Montfalcon,"38255",Montfalcon,15,"38","38",15
"38255",Montfalcon,"38347",Roybon,5,"38","38",5
"38255",Montfalcon,"38559",Vinay,5,"38","38",5
"38256",Montferrat,"38001",Les Abrets en DauphinÃ©,53.5897435897436,"38","38",53.5897435897436
"38256",Montferrat,"38012",Aoste,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38013",Apprieu,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38022",Les AveniÃ¨res Veyrins-Thuellin,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38043",Bilieu,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38053",Bourgoin-Jallieu,14.6153846153846,"38","38",14.6153846153846
"38256",Montferrat,"38062",La BuissiÃ¨re,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38068",Champagnier,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38080",Charancieu,19.4871794871795,"38","38",19.4871794871795
"38256",Montferrat,"38082",Charavines,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38084",CharnÃ¨cles,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38104",Chimilin,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38105",Chirens,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38124",Corbelin,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38133",Coublevie,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38150",DomÃ¨ne,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38151",Ã‰chirolles,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38155",Entre-deux-Guiers,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38158",Eybens,14.6153846153846,"38","38",14.6153846153846
"38256",Montferrat,"38170",Fontanil-Cornillon,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38182",Le Grand-Lemps,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38185",Grenoble,102.307692307692,"38","38",102.307692307692
"38256",Montferrat,"38193",L'Isle-d'Abeau,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38194",Izeaux,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38229",Meylan,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38239",Moirans,24.3589743589744,"38","38",24.3589743589744
"38256",Montferrat,"38249",Montbonnot-Saint-Martin,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38256",Montferrat,146.153846153846,"38","38",146.153846153846
"38256",Montferrat,"38270",La Murette,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38292",Villages du Lac de Paladru,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38315",Le Pont-de-Beauvoisin,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38317",Le Pont-de-Claix,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38323",Pressins,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38337",Rives,29.2307692307692,"38","38",29.2307692307692
"38256",Montferrat,"38357",Saint-AndrÃ©-le-Gaz,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38372",Saint-Bueil,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38377",Saint-Clair-de-la-Tour,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38382",Saint-Ã‰grÃ¨ve,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38386",Saint-Geoire-en-Valdaine,14.6153846153846,"38","38",14.6153846153846
"38256",Montferrat,"38421",Saint-Martin-d'HÃ¨res,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38432",Saint-Nicolas-de-Macherin,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38434",Saint-Ondras,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38450",Saint-Quentin-sur-IsÃ¨re,4.87179487179487,"38","38",4.87179487179487
"38256",Montferrat,"38474",Sassenage,14.6153846153846,"38","38",14.6153846153846
"38256",Montferrat,"38509",La Tour-du-Pin,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38540",Veurey-Voroize,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38560",Val-de-Virieu,9.74358974358974,"38","38",9.74358974358974
"38256",Montferrat,"38563",Voiron,102.307692307692,"38","38",102.307692307692
"38256",Montferrat,"38565",Voreppe,14.6153846153846,"38","38",14.6153846153846
"38257",Montrevel,"38001",Les Abrets en DauphinÃ©,10.1121076233184,"38","38",10.1121076233184
"38257",Montrevel,"38002",Les Adrets,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38022",Les AveniÃ¨res Veyrins-Thuellin,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38053",Bourgoin-Jallieu,20.2242152466368,"38","38",20.2242152466368
"38257",Montrevel,"38069",Champier,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38118",Colombe,15.1681614349776,"38","38",15.1681614349776
"38257",Montrevel,"38130",La CÃ´te-Saint-AndrÃ©,15.1681614349776,"38","38",15.1681614349776
"38257",Montrevel,"38158",Eybens,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38170",Fontanil-Cornillon,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38185",Grenoble,10.1121076233184,"38","38",10.1121076233184
"38257",Montrevel,"38193",L'Isle-d'Abeau,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38239",Moirans,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38246",Montagnieu,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38257",Montrevel,35.3923766816143,"38","38",35.3923766816143
"38257",Montrevel,"38369",Sainte-Blandine,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38389",Saint-Georges-d'EspÃ©ranche,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38464",Saint-Victor-de-Cessieu,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38509",La Tour-du-Pin,10.1121076233184,"38","38",10.1121076233184
"38257",Montrevel,"38560",Val-de-Virieu,15.1681614349776,"38","38",15.1681614349776
"38257",Montrevel,"38563",Voiron,5.05605381165919,"38","38",5.05605381165919
"38257",Montrevel,"38565",Voreppe,5.05605381165919,"38","38",5.05605381165919
"38258",Mont-Saint-Martin,"38185",Grenoble,19.75,"38","38",19.75
"38258",Mont-Saint-Martin,"38239",Moirans,4.9375,"38","38",4.9375
"38258",Mont-Saint-Martin,"38423",Saint-Martin-le-Vinoux,9.875,"38","38",9.875
"38258",Mont-Saint-Martin,"38562",Vizille,4.9375,"38","38",4.9375
"38259",Montseveroux,"38034",Beaurepaire,15,"38","38",15
"38259",Montseveroux,"38087",Chasse-sur-RhÃ´ne,5,"38","38",5
"38259",Montseveroux,"38107",Chonas-l'Amballan,5,"38","38",5
"38259",Montseveroux,"38110",Chuzelles,5,"38","38",5
"38259",Montseveroux,"38157",Estrablin,5,"38","38",5
"38259",Montseveroux,"38194",Izeaux,5,"38","38",5
"38259",Montseveroux,"38259",Montseveroux,115,"38","38",115
"38259",Montseveroux,"38288",Oytier-Saint-Oblas,5,"38","38",5
"38259",Montseveroux,"38318",Pont-Ã‰vÃªque,15,"38","38",15
"38259",Montseveroux,"38336",Reventin-Vaugris,5,"38","38",5
"38259",Montseveroux,"38378",Saint-Clair-du-RhÃ´ne,5,"38","38",5
"38259",Montseveroux,"38449",Saint-Quentin-Fallavier,5,"38","38",5
"38259",Montseveroux,"38468",Salaise-sur-Sanne,5,"38","38",5
"38259",Montseveroux,"38519",Valencin,5,"38","38",5
"38259",Montseveroux,"38536",Vernioz,5,"38","38",5
"38259",Montseveroux,"38544",Vienne,60,"38","38",60
"38260",Moras,"38053",Bourgoin-Jallieu,24.8058252427185,"38","38",24.8058252427185
"38260",Moras,"38085",Charvieu-Chavagneux,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38097",Chavanoz,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38109",Chozeau,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38138",CrÃ©mieu,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38146",Dizimieu,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38193",L'Isle-d'Abeau,9.92233009708738,"38","38",9.92233009708738
"38260",Moras,"38197",Janneyrias,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38223",Maubec,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38230",MeyriÃ©,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38260",Moras,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38316",Pont-de-ChÃ©ruy,9.92233009708738,"38","38",9.92233009708738
"38260",Moras,"38374",Saint-Chef,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38377",Saint-Clair-de-la-Tour,9.92233009708738,"38","38",9.92233009708738
"38260",Moras,"38392",Saint-Hilaire-de-Brens,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38449",Saint-Quentin-Fallavier,24.8058252427185,"38","38",24.8058252427185
"38260",Moras,"38455",Saint-Savin,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38475",Satolas-et-Bonce,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38494",Soleymieu,9.92233009708738,"38","38",9.92233009708738
"38260",Moras,"38515",Trept,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38530",Vaulx-Milieu,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38532",VÃ©nÃ©rieu,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38537",La VerpilliÃ¨re,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38553",Villefontaine,4.96116504854369,"38","38",4.96116504854369
"38260",Moras,"38554",Villemoirieu,4.96116504854369,"38","38",4.96116504854369
"38261",Morestel,"38001",Les Abrets en DauphinÃ©,15.1262834835605,"38","38",15.1262834835605
"38261",Morestel,"38012",Aoste,10.0998565342271,"38","38",10.0998565342271
"38261",Morestel,"38020",Auris,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38022",Les AveniÃ¨res Veyrins-Thuellin,35.4108155196057,"38","38",35.4108155196057
"38261",Morestel,"38026",La Balme-les-Grottes,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38029",La BÃ¢tie-Montgascon,5.04522098949294,"38","38",5.04522098949294
"38261",Morestel,"38053",Bourgoin-Jallieu,126.300531041964,"38","38",126.300531041964
"38261",Morestel,"38064",Cessieu,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38080",Charancieu,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38085",Charvieu-Chavagneux,5.07351739164678,"38","38",5.07351739164678
"38261",Morestel,"38097",Chavanoz,5.0358239694132,"38","38",5.0358239694132
"38261",Morestel,"38104",Chimilin,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38124",Corbelin,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38136",Crachier,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38138",CrÃ©mieu,5.0358239694132,"38","38",5.0358239694132
"38261",Morestel,"38139",Creys-MÃ©pieu,20.2657379958857,"38","38",20.2657379958857
"38261",Morestel,"38144",DiÃ©moz,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38148",Dolomieu,10.0998565342271,"38","38",10.0998565342271
"38261",Morestel,"38176",Frontonas,20.1903160483744,"38","38",20.1903160483744
"38261",Morestel,"38193",L'Isle-d'Abeau,20.1809190282946,"38","38",20.1809190282946
"38261",Morestel,"38247",Montalieu-Vercieu,20.2374415937318,"38","38",20.2374415937318
"38261",Morestel,"38261",Morestel,469.875617493,"38","38",469.875617493
"38261",Morestel,"38297",Arandon-Passins,95.9722963402751,"38","38",95.9722963402751
"38261",Morestel,"38315",Le Pont-de-Beauvoisin,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38341",Rochetoirin,5.07351739164678,"38","38",5.07351739164678
"38261",Morestel,"38369",Sainte-Blandine,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38374",Saint-Chef,10.1092886573509,"38","38",10.1092886573509
"38261",Morestel,"38377",Saint-Clair-de-la-Tour,15.14507752372,"38","38",15.14507752372
"38261",Morestel,"38386",Saint-Geoire-en-Valdaine,5.04522098949294,"38","38",5.04522098949294
"38261",Morestel,"38401",Saint-Jean-de-Soudain,5.064067667858,"38","38",5.064067667858
"38261",Morestel,"38421",Saint-Martin-d'HÃ¨res,5.05463554473412,"38","38",5.05463554473412
"38261",Morestel,"38449",Saint-Quentin-Fallavier,35.3165994992747,"38","38",35.3165994992747
"38261",Morestel,"38455",Saint-Savin,20.1622298728053,"38","38",20.1622298728053
"38261",Morestel,"38465",Saint-Victor-de-Morestel,5.07351739164678,"38","38",5.07351739164678
"38261",Morestel,"38475",Satolas-et-Bonce,10.1187032125921,"38","38",10.1187032125921
"38261",Morestel,"38483",SermÃ©rieu,5.07351739164678,"38","38",5.07351739164678
"38261",Morestel,"38509",La Tour-du-Pin,55.6011491358628,"38","38",55.6011491358628
"38261",Morestel,"38537",La VerpilliÃ¨re,10.10934136106,"38","38",10.10934136106
"38261",Morestel,"38543",VÃ©zeronce-Curtin,45.4355827857627,"38","38",45.4355827857627
"38261",Morestel,"38546",Vignieu,15.1545271820053,"38","38",15.1545271820053
"38261",Morestel,"38554",Villemoirieu,10.0998916372712,"38","38",10.0998916372712
"38263",Morette,"38053",Bourgoin-Jallieu,5.20927092241058,"38","38",5.20927092241058
"38263",Morette,"38118",Colombe,5.09032269414288,"38","38",5.09032269414288
"38263",Morette,"38151",Ã‰chirolles,15.4490469852408,"38","38",15.4490469852408
"38263",Morette,"38169",Fontaine,5.20927092241058,"38","38",5.20927092241058
"38263",Morette,"38185",Grenoble,41.1392517706585,"38","38",41.1392517706585
"38263",Morette,"38239",Moirans,10.4192367029891,"38","38",10.4192367029891
"38263",Morette,"38263",Morette,31.0225693324444,"38","38",31.0225693324444
"38263",Morette,"38337",Rives,5.09032269414288,"38","38",5.09032269414288
"38263",Morette,"38345",Rovon,5.14945336868733,"38","38",5.14945336868733
"38263",Morette,"38382",Saint-Ã‰grÃ¨ve,5.14945336868733,"38","38",5.14945336868733
"38263",Morette,"38384",Saint-Ã‰tienne-de-Saint-Geoirs,5.09032269414288,"38","38",5.09032269414288
"38263",Morette,"38393",Saint-Hilaire-de-la-CÃ´te,5.14945336868733,"38","38",5.14945336868733
"38263",Morette,"38421",Saint-Martin-d'HÃ¨res,5.09032269414288,"38","38",5.09032269414288
"38263",Morette,"38453",Saint-Romans,5.09032269414288,"38","38",5.09032269414288
"38263",Morette,"38474",Sassenage,5.26978333430173,"38","38",5.26978333430173
"38263",Morette,"38485",Seyssinet-Pariset,5.20927092241058,"38","38",5.20927092241058
"38263",Morette,"38517",Tullins,25.7486406017943,"38","38",25.7486406017943
"38263",Morette,"38524",Varces-AlliÃ¨res-et-Risset,5.20927092241058,"38","38",5.20927092241058
"38263",Morette,"38559",Vinay,15.4490469852408,"38","38",15.4490469852408
"38263",Morette,"38563",Voiron,5.20927092241058,"38","38",5.20927092241058
"38264",La Morte,"38207",Lavaldens,4.85294117647059,"38","38",4.85294117647059
"38264",La Morte,"38264",La Morte,29.1176470588235,"38","38",29.1176470588235
"38264",La Morte,"38269",La Mure,9.70588235294118,"38","38",9.70588235294118
"38264",La Morte,"38527",Vaujany,4.85294117647059,"38","38",4.85294117647059
"38265",La Motte-d'Aveillans,"38034",Beaurepaire,4.89501007942489,"38","38",4.89501007942489
"38265",La Motte-d'Aveillans,"38068",Champagnier,5.07939222575519,"38","38",5.07939222575519
"38265",La Motte-d'Aveillans,"38071",Champ-sur-Drac,9.85072494044553,"38","38",9.85072494044553
"38265",La Motte-d'Aveillans,"38111",Claix,4.89501007942489,"38","38",4.89501007942489
"38265",La Motte-d'Aveillans,"38140",Crolles,4.89501007942489,"38","38",4.89501007942489
