"i","j","fij"
"BLR","AUS",903
"BEL","AUS",2934
"BLZ","AUS",30
"BEN","AUS",15
"BMU","AUS",234
"BTN","AUS",51
"BOL","AUS",407
"BIH","AUS",18944
"BWA","AUS",424
"BRA","AUS",4003
"VGB","AUS",0
"BRN","AUS",1308
"BGR","AUS",1686
"BFA","AUS",10
"BDI","AUS",198
"CPV","AUS",15
"KHM","AUS",14569
"CMR","AUS",49
"CAN","AUS",18821
"CYM","AUS",20
"CAF","AUS",5
"TCD","AUS",20
"CHL","AUS",13922
"CHN","AUS",122827
"HKG","AUS",40823
"MAC","AUS",1144
"COL","AUS",3092
"COG","AUS",297
"COK","AUS",2754
"CRI","AUS",180
"CIV","AUS",90
"HRV","AUS",33542
"CUB","AUS",285
"CUW","AUS",55
"CYP","AUS",11219
"CZE","AUS",6735
"PRK","AUS",176
"COD","AUS",188
"DNK","AUS",4883
"DJI","AUS",69
"DMA","AUS",10
"DOM","AUS",59
"ECU","AUS",846
"EGY","AUS",18851
"SLV","AUS",5507
"ERI","AUS",1109
"EST","AUS",923
"SWZ","AUS",136
"ETH","AUS",2953
"FLK","AUS",61
"FRO","AUS",20
"FJI","AUS",28948
"FIN","AUS",5220
"FRA","AUS",10434
"GUF","AUS",5
"PYF","AUS",239
"GAB","AUS",15
"GMB","AUS",40
"GEO","AUS",210
"DEU","AUS",63538
"GHA","AUS",1256
"GIB","AUS",247
"GRC","AUS",64472
"GRD","AUS",63
"GLP","AUS",10
"GUM","AUS",40
"GTM","AUS",188
"GIN","AUS",94
"GNB","AUS",10
"GUY","AUS",293
"HTI","AUS",45
"HND","AUS",102
"HUN","AUS",11781
"ISL","AUS",318
"IND","AUS",66618
"IDN","AUS",32444
"IRN","AUS",12538
"IRQ","AUS",17073
"IRL","AUS",26637
"IMN","AUS",365
"ISR","AUS",4000
"ITA","AUS",105475
"JAM","AUS",482
"JPN","AUS",21697
"JOR","AUS",1806
"KAZ","AUS",418
"KEN","AUS",5223
"KIR","AUS",298
"KWT","AUS",1411
"KGZ","AUS",141
"LAO","AUS",5413
"LVA","AUS",3440
"LBN","AUS",40370
"LSO","AUS",45
"LBR","AUS",685
"LBY","AUS",728
"LIE","AUS",10
"LTU","AUS",1784
"LUX","AUS",91
"MDG","AUS",115
"MWI","AUS",390
"MYS","AUS",54393
"MDV","AUS",172
"MLI","AUS",20
"MLT","AUS",24833
"MHL","AUS",20
"MTQ","AUS",15
"MRT","AUS",10
"MUS","AUS",10346
"MEX","AUS",958
"FSM","AUS",15
"MCO","AUS",25
"MNG","AUS",136
"MNE","AUS",1956
"MAR","AUS",616
"MOZ","AUS",365
"MMR","AUS",6825
"NAM","AUS",359
"NRU","AUS",276
"NPL","AUS",1410
"NLD","AUS",44325
"NCL","AUS",708
"NZL","AUS",206710
"NIC","AUS",407
"NER","AUS",5
"NGA","AUS",1029
"NIU","AUS",285
"MKD","AUS",24985
"MNP","AUS",0
"NOR","AUS",2192
"OMN","AUS",351
"PAK","AUS",7150
"PAN","AUS",73
"PRY","AUS",217
"PER","AUS",3763
"PHL","AUS",86324
"POL","AUS",34150
"PRT","AUS",8739
"PRI","AUS",89
"QAT","AUS",179
"KOR","AUS",27574
"MDA","AUS",437
"REU","AUS",86
"ROU","AUS",7840
"RUS","AUS",10962
"RWA","AUS",96
"SHN","AUS",14
"KNA","AUS",10
"LCA","AUS",2
"VCT","AUS",10
"WSM","AUS",8509
"SAU","AUS",1329
"SEN","AUS",104
"SRB","AUS",19119
"SYC","AUS",1554
"SLE","AUS",779
"SGP","AUS",23180
"SVK","AUS",2995
"SVN","AUS",4258
"SLB","AUS",920
"SOM","AUS",2278
"ZAF","AUS",57361
"SSD","AUS",0
"ESP","AUS",6921
"LKA","AUS",34583
"PSE","AUS",1420
"SDN","AUS",8232
"SUR","AUS",49
"SWE","AUS",4467
"CHE","AUS",6128
"SYR","AUS",4175
"TJK","AUS",35
"THA","AUS",20447
"TLS","AUS",5363
"TGO","AUS",15
"TKL","AUS",195
"TON","AUS",4274
"TTO","AUS",769
"TUN","AUS",213
"TUR","AUS",18158
"TKM","AUS",30
"TUV","AUS",72
"UGA","AUS",903
"UKR","AUS",9572
"ARE","AUS",1212
"GBR","AUS",551687
"TZA","AUS",1003
"USA","AUS",34670
"URY","AUS",5590
"UZB","AUS",410
"VUT","AUS",617
"VEN","AUS",854
"VNM","AUS",90477
"YEM","AUS",225
"ZMB","AUS",2270
"ZWE","AUS",10732
"AFG","AUT",2170
"ALB","AUT",1215
"DZA","AUT",237
"AND","AUT",0
"AGO","AUT",119
"ATG","AUT",6
"ARG","AUT",581
"ARM","AUT",1156
"AUS","AUT",957
"AZE","AUT",399
"BHS","AUT",8
"BHR","AUT",8
"BGD","AUT",700
"BRB","AUT",8
"BLR","AUT",947
"BEL","AUT",1031
"BLZ","AUT",16
"BEN","AUT",20
"BMU","AUT",8
"BTN","AUT",8
"BOL","AUT",213
"BIH","AUT",60959
"BWA","AUT",12
"BRA","AUT",2581
"BRN","AUT",0
"BGR","AUT",6809
"BFA","AUT",41
"BDI","AUT",31
"CPV","AUT",19
"KHM","AUT",410
"CMR","AUT",187
"CAN","AUT",1007
"CAF","AUT",8
"TCD","AUT",4
"CHL","AUT",513
"CHN","AUT",7516
"HKG","AUT",110
"MAC","AUT",8
"COL","AUT",726
"COG","AUT",156
"CRI","AUT",86
"CIV","AUT",49
"HRV","AUT",23287
"CUB","AUT",471
"CYP","AUT",117
"CZE","AUT",26012
"PRK","AUT",1305
"COD","AUT",241
"DNK","AUT",619
"DJI","AUT",2
"DMA","AUT",29
"DOM","AUT",1706
"ECU","AUT",285
"EGY","AUT",4191
"SLV","AUT",31
"GNQ","AUT",4
"ERI","AUT",45
"EST","AUT",212
"SWZ","AUT",12
"ETH","AUT",575
"FJI","AUT",9
"FIN","AUT",890
"FRA","AUT",3772
"GAB","AUT",7
"GMB","AUT",50
"GEO","AUT",1225
"DEU","AUT",89152
"GHA","AUT",806
"GRC","AUT",1109
"GRD","AUT",7
"GUM","AUT",0
"GTM","AUT",141
"GIN","AUT",49
"GNB","AUT",6
"GUY","AUT",12
"HTI","AUT",28
"HND","AUT",45
"HUN","AUT",16331
"ISL","AUT",80
"IND","AUT",4339
"IDN","AUT",626
"IRN","AUT",5175
"IRQ","AUT",1599
"IRL","AUT",337
"ISR","AUT",862
"ITA","AUT",12854
"JAM","AUT",92
"JPN","AUT",1608
"JOR","AUT",176
"KAZ","AUT",528
"KEN","AUT",511
"KWT","AUT",70
"KGZ","AUT",330
"LAO","AUT",53
"LVA","AUT",429
"LBN","AUT",567
"LSO","AUT",4
"LBR","AUT",34
"LBY","AUT",144
"LIE","AUT",178
"LTU","AUT",463
"LUX","AUT",274
"MDG","AUT",42
"MWI","AUT",14
"MYS","AUT",195
"MDV","AUT",2
"MLI","AUT",21
"MLT","AUT",48
"MRT","AUT",2
"MUS","AUT",47
"MEX","AUT",675
"FSM","AUT",1
"MCO","AUT",11
"MNG","AUT",894
"MNE","AUT",8530
"MAR","AUT",670
"MOZ","AUT",29
"MMR","AUT",31
"NAM","AUT",85
"NRU","AUT",1
"NPL","AUT",163
"NLD","AUT",3334
"NZL","AUT",156
"NIC","AUT",96
"NER","AUT",8
"NGA","AUT",2002
"MKD","AUT",7607
"NOR","AUT",454
"OMN","AUT",12
"PAK","AUT",1281
"PLW","AUT",1
"PAN","AUT",30
"PNG","AUT",22
"PRY","AUT",101
"PER","AUT",866
"PHL","AUT",7046
"POL","AUT",27269
"PRT","AUT",548
"PRI","AUT",3
"QAT","AUT",8
"KOR","AUT",46
"MDA","AUT",846
"ROU","AUT",26301
"RUS","AUT",13352
"RWA","AUT",74
"KNA","AUT",2
"LCA","AUT",4
"VCT","AUT",4
"WSM","AUT",3
"SMR","AUT",1
"STP","AUT",1
"SAU","AUT",152
"SEN","AUT",84
"SRB","AUT",76482
"SYC","AUT",20
"SLE","AUT",48
"SGP","AUT",135
"SVK","AUT",13431
"SVN","AUT",9075
"SLB","AUT",6
"SOM","AUT",369
"ZAF","AUT",1199
"ESP","AUT",1716
"LKA","AUT",343
"PSE","AUT",62
"SDN","AUT",129
"SUR","AUT",7
"SWE","AUT",1593
"CHE","AUT",6557
"SYR","AUT",952
"TJK","AUT",123
"THA","AUT",3595
"TGO","AUT",63
"TON","AUT",5
"TTO","AUT",33
"TUN","AUT",855
"TUR","AUT",62099
"TKM","AUT",71
"TUV","AUT",7
"UGA","AUT",100
"UKR","AUT",4462
"ARE","AUT",72
"GBR","AUT",3936
"TZA","AUT",59
"USA","AUT",4283
"URY","AUT",118
"UZB","AUT",322
"VUT","AUT",5
"VEN","AUT",424
"VNM","AUT",1368
"YEM","AUT",30
"ZMB","AUT",51
"ZWE","AUT",117
"AFG","AZE",65
"ARM","AZE",88757
"BLR","AZE",422
"EST","AZE",309
"GEO","AZE",32071
"DEU","AZE",193
"IRN","AZE",680
"KAZ","AZE",2559
"KGZ","AZE",1600
"MDA","AZE",281
"RUS","AZE",23513
"TJK","AZE",179
"TUR","AZE",659
"TKM","AZE",1169
"UKR","AZE",2494
"UZB","AZE",10700
"ATG","BHS",6
"ARG","BHS",21
"AUS","BHS",35
"AUT","BHS",14
"BRB","BHS",61
"BEL","BHS",9
"BLZ","BHS",18
"BMU","BHS",16
"BWA","BHS",3
"BRA","BHS",42
"VGB","BHS",5
"BGR","BHS",3
"CAN","BHS",664
"CYM","BHS",6
"CHL","BHS",11
"CHN","BHS",51
"HKG","BHS",11
"COL","BHS",43
"CRI","BHS",35
"CUB","BHS",159
"DNK","BHS",12
"DMA","BHS",27
"DOM","BHS",74
"ECU","BHS",12
"EGY","BHS",8
"SLV","BHS",5
"EST","BHS",5
"SWZ","BHS",3
"FRA","BHS",54
"DEU","BHS",118
"GHA","BHS",19
"GRC","BHS",24
"GRD","BHS",15
"GTM","BHS",12
"GUY","BHS",526
"HTI","BHS",9823
"HND","BHS",8
"IND","BHS",169
"IDN","BHS",10
"IRL","BHS",26
"ITA","BHS",43
"JAM","BHS",3634
"JPN","BHS",27
"KEN","BHS",7
"MEX","BHS",37
"NLD","BHS",18
"NZL","BHS",13
"NIC","BHS",4
"NGA","BHS",49
"NOR","BHS",5
"PAK","BHS",3
"PAN","BHS",20
"PER","BHS",91
"PHL","BHS",309
"POL","BHS",10
"PRT","BHS",4
"ROU","BHS",2
"RUS","BHS",27
"KNA","BHS",13
"LCA","BHS",33
"VCT","BHS",10
"ZAF","BHS",38
"ESP","BHS",17
"LKA","BHS",10
"SWE","BHS",16
"CHE","BHS",132
"TTO","BHS",179
"TCA","BHS",555
"UGA","BHS",4
"UKR","BHS",7
"GBR","BHS",755
"USA","BHS",3359
"URY","BHS",5
"VEN","BHS",16
"ZWE","BHS",4
"AFG","BHR",125
"BGD","BHR",7414
"TCD","BHR",81
"EGY","BHR",14532
"ERI","BHR",297
"ETH","BHR",181
"FRA","BHR",273
"IND","BHR",39351
"IDN","BHR",9884
"JOR","BHR",2862
"KWT","BHR",1043
"LBN","BHR",582
"MAR","BHR",141
"NPL","BHR",344
"NLD","BHR",72
"NGA","BHR",204
"PAK","BHR",11319
"PHL","BHR",6947
"QAT","BHR",66
"SAU","BHR",96
"SOM","BHR",163
"SSD","BHR",305
"LKA","BHR",2965
"PSE","BHR",896
"SDN","BHR",2532
"SYR","BHR",878
"THA","BHR",189
"TUN","BHR",90
"TUR","BHR",635
"ARE","BHR",1713
"GBR","BHR",593
"USA","BHR",247
"YEM","BHR",3242
"BHR","BGD",11312
"BRA","BGD",5595
"KHM","BGD",7366
"CHN","BGD",66886
"IND","BGD",12736
"IDN","BGD",56756
"JPN","BGD",5205
"LAO","BGD",33063
"MYS","BGD",87600
"MMR","BGD",123327
"NPL","BGD",11497
"NOR","BGD",5367
"SGP","BGD",3825
"THA","BGD",4223
"GBR","BGD",12575
"USA","BGD",17277
"VNM","BGD",10190
"ATG","BRB",141
"AUS","BRB",12
"BHS","BRB",30
"BLZ","BRB",8
"BMU","BRB",10
"CAN","BRB",405
"CHN","BRB",13
"CUB","BRB",21
"DMA","BRB",285
"GRD","BRB",332
"GUY","BRB",2551
"HTI","BRB",16
"IND","BRB",238
"JAM","BRB",552
"KNA","BRB",43
"LCA","BRB",1823
"VCT","BRB",2113
"SUR","BRB",25
"TTO","BRB",1065
"GBR","BRB",1612
"USA","BRB",616
"AFG","BLR",89
"DZA","BLR",9
"ARG","BLR",66
"ARM","BLR",2348
"AUS","BLR",16
"AUT","BLR",42
"AZE","BLR",5846
"BEL","BLR",15
"BRA","BLR",68
"BGR","BLR",29
"CAN","BLR",96
"CUB","BLR",3
"CZE","BLR",66
"PRK","BLR",42
"DNK","BLR",81
"EST","BLR",2133
"ETH","BLR",1
"FIN","BLR",1128
"GEO","BLR",3680
"DEU","BLR",30
"GRC","BLR",73
"HUN","BLR",213
"IND","BLR",9
"IRN","BLR",10
"IRL","BLR",16
"ISR","BLR",207
"ITA","BLR",3
"JOR","BLR",1
"KAZ","BLR",37066
"KGZ","BLR",2765
"LVA","BLR",7375
"LBN","BLR",0
"LTU","BLR",12751
"MNG","BLR",125
"NOR","BLR",26
"PAK","BLR",0
"POL","BLR",257
"KOR","BLR",15
"MDA","BLR",3602
"ROU","BLR",13
"RUS","BLR",386035
"SRB","BLR",13
"SVK","BLR",17
"ESP","BLR",18
"SWE","BLR",162
"CHE","BLR",16
"SYR","BLR",0
"TJK","BLR",2840
"TUR","BLR",1
"TKM","BLR",2863
"UKR","BLR",119237
"ARE","BLR",12
"GBR","BLR",289
"USA","BLR",51
"URY","BLR",23
"UZB","BLR",7805
"VNM","BLR",193
"YEM","BLR",6
"AFG","BEL",961
"ALB","BEL",1590
"DZA","BEL",7878
"AGO","BEL",1567
"ARG","BEL",871
"ARM","BEL",173
"AUS","BEL",661
"AUT","BEL",1524
"AZE","BEL",39
"BHS","BEL",13
"BHR","BEL",0
"BGD","BEL",645
"BRB","BEL",20
"BLR","BEL",149
"BEN","BEL",228
"BTN","BEL",75
"BOL","BEL",529
"BIH","BEL",104
"BWA","BEL",21
"BRA","BEL",3212
"BGR","BEL",2364
"BFA","BEL",269
"BDI","BEL",2210
"CPV","BEL",344
"KHM","BEL",812
"CMR","BEL",2256
"CAN","BEL",2367
"CAF","BEL",131
"TCD","BEL",116
"CHL","BEL",2287
"CHN","BEL",6453
"COL","BEL",2601
"COG","BEL",2593
"CRI","BEL",97
"CIV","BEL",1014
"HRV","BEL",50
"CUB","BEL",803
"CYP","BEL",95
"CZE","BEL",117
"PRK","BEL",639
"COD","BEL",31045
"DNK","BEL",1431
"DJI","BEL",151
"DMA","BEL",63
"DOM","BEL",1085
"ECU","BEL",1700
"EGY","BEL",689
"SLV","BEL",211
"GNQ","BEL",6
"ERI","BEL",2
"EST","BEL",166
"ETH","BEL",735
"FJI","BEL",15
"FIN","BEL",1645
"FRA","BEL",76117
"GAB","BEL",221
"GMB","BEL",105
"GEO","BEL",65
"DEU","BEL",37483
"GHA","BEL",2452
"GRC","BEL",7196
"GTM","BEL",295
"GIN","BEL",765
"GNB","BEL",99
"GUY","BEL",79
"HTI","BEL",743
"HND","BEL",90
"HUN","BEL",2092
"ISL","BEL",76
"IND","BEL",4192
"IDN","BEL",1782
"IRN","BEL",1994
"IRQ","BEL",705
"IRL","BEL",1443
"ISR","BEL",1591
"ITA","BEL",58226
"JAM","BEL",185
"JPN","BEL",2277
"JOR","BEL",195
"KAZ","BEL",209
"KEN","BEL",465
"KWT","BEL",38
"KGZ","BEL",52
"LAO","BEL",697
"LVA","BEL",213
"LBN","BEL",1420
"LSO","BEL",7
"LBR","BEL",174
"LBY","BEL",116
"LIE","BEL",4
"LTU","BEL",274
"LUX","BEL",4978
"MDG","BEL",1049
"MWI","BEL",25
"MYS","BEL",288
"MDV","BEL",0
"MLI","BEL",196
"MLT","BEL",85
"MRT","BEL",137
"MUS","BEL",2247
"MEX","BEL",897
"MCO","BEL",62
"MNG","BEL",107
"MNE","BEL",0
"MAR","BEL",84609
"MOZ","BEL",180
"MMR","BEL",36
"NAM","BEL",33
"NRU","BEL",0
"NPL","BEL",304
"NLD","BEL",47296
"NZL","BEL",142
"NIC","BEL",143
"NER","BEL",158
"NGA","BEL",1359
"MKD","BEL",151
"NOR","BEL",652
"OMN","BEL",4
"PAK","BEL",2479
"PLW","BEL",0
"PAN","BEL",90
"PNG","BEL",33
"PRY","BEL",172
"PER","BEL",1755
"PHL","BEL",6179
"POL","BEL",12535
"PRT","BEL",10944
"KOR","BEL",1152
"MDA","BEL",67
"ROU","BEL",5553
"RUS","BEL",1426
"RWA","BEL",5244
"SMR","BEL",4
"STP","BEL",26
"SAU","BEL",100
"SEN","BEL",915
"SRB","BEL",6
"SYC","BEL",46
"SLE","BEL",317
"SGP","BEL",301
"SVK","BEL",173
"SVN","BEL",27
"SOM","BEL",616
"ZAF","BEL",1685
"ESP","BEL",17033
"LKA","BEL",234
"PSE","BEL",31
"SDN","BEL",132
"SUR","BEL",283
"SWE","BEL",1956
"CHE","BEL",2258
"SYR","BEL",1161
"TJK","BEL",7
"THA","BEL",4721
"TGO","BEL",804
"TUN","BEL",3529
"TUR","BEL",49048
"TKM","BEL",1
"UGA","BEL",143
"UKR","BEL",277
"GBR","BEL",10497
"TZA","BEL",144
"USA","BEL",7428
"URY","BEL",216
"UZB","BEL",103
"VEN","BEL",551
"VNM","BEL",4284
"YEM","BEL",35
"ZMB","BEL",144
"ZWE","BEL",146
"CAN","BLZ",305
"CHN","BLZ",618
"HKG","BLZ",27
"SLV","BLZ",3421
"DEU","BLZ",20
"GTM","BLZ",9259
"HTI","BLZ",20
"HND","BLZ",3156
"IND","BLZ",131
"JAM","BLZ",161
"LBN","BLZ",12
"MEX","BLZ",1297
"NGA","BLZ",6
"GBR","BLZ",123
"USA","BLZ",1278
"BFA","BEN",3638
"TCD","BEN",212
"COG","BEN",879
"CIV","BEN",7820
"FRA","BEN",451
"GHA","BEN",4337
"MLI","BEN",615
"NER","BEN",24940
"NGA","BEN",22184
"TGO","BEN",37786
"AUS","BMU",27
"AUT","BMU",13
"BEL","BMU",8
"CAN","BMU",1153
"CHN","BMU",111
"CUB","BMU",11
"DNK","BMU",13
"DOM","BMU",8
"FRA","BMU",55
"DEU","BMU",108
"GHA","BMU",36
"GRC","BMU",43
"GUY","BMU",42
"HTI","BMU",695
"IND","BMU",194
"IRL","BMU",39
"ISR","BMU",29
"ITA","BMU",33
"JAM","BMU",282
"JPN","BMU",225
"MYS","BMU",17
"NGA","BMU",48
"PAK","BMU",14
"PHL","BMU",152
"POL","BMU",18
"PRT","BMU",1204
"ROU","BMU",5
"ZAF","BMU",66
"ESP","BMU",41
"CHE","BMU",55
"TTO","BMU",27
"TUR","BMU",29
"TCA","BMU",68
"GBR","BMU",2369
"USA","BMU",1688
"AUS","BTN",4
"BGD","BTN",13
"CAN","BTN",15
"CHN","BTN",338
"DNK","BTN",10
"FRA","BTN",12
"DEU","BTN",9
"IND","BTN",6041
"ITA","BTN",3
"JPN","BTN",36
"MMR","BTN",10
"NPL","BTN",196
"NLD","BTN",5
"NZL","BTN",7
"PHL","BTN",3
"KOR","BTN",13
"SGP","BTN",7
"LKA","BTN",12
"SWE","BTN",8
"CHE","BTN",4
"THA","BTN",22
"GBR","BTN",16
"USA","BTN",51
"AFG","BOL",0
"ALB","BOL",1
"DZA","BOL",2
"AND","BOL",0
"AGO","BOL",2
"ATG","BOL",0
"ARG","BOL",16016
"ARM","BOL",2
"ABW","BOL",3
"AUS","BOL",86
"AUT","BOL",85
"AZE","BOL",1
"BHS","BOL",0
"BHR","BOL",0
"BGD","BOL",1
"BRB","BOL",0
"BLR","BOL",2
"BEL","BOL",158
"BLZ","BOL",420
"BEN","BOL",1
"BMU","BOL",1
"BES","BOL",8
"BIH","BOL",1
"BRA","BOL",8869
"BGR","BOL",10
"BDI","BOL",1
"CPV","BOL",37
"KHM","BOL",0
"CMR","BOL",1
"CAN","BOL",731
"CAF","BOL",6
"TCD","BOL",0
"CHL","BOL",2030
"CHN","BOL",282
"HKG","BOL",3
"COL","BOL",864
"COG","BOL",2
"CRI","BOL",67
"CIV","BOL",2
"HRV","BOL",17
"CUB","BOL",493
"CUW","BOL",68
"CYP","BOL",2
"CZE","BOL",20
"PRK","BOL",2
"COD","BOL",1
"DNK","BOL",48
"DMA","BOL",1
"DOM","BOL",23
"ECU","BOL",381
"EGY","BOL",9
"SLV","BOL",58
"ERI","BOL",1
"EST","BOL",4
"ETH","BOL",1
"FJI","BOL",1
"FIN","BOL",20
"FRA","BOL",365
"GUF","BOL",1
"GAB","BOL",0
"GEO","BOL",1
"DEU","BOL",832
"GHA","BOL",1
"GIB","BOL",1
"GRC","BOL",5
"GRD","BOL",0
"GTM","BOL",64
