"";"i";"Oi";"count_Oi";"Dj";"count_Dj";"Vol";"Bal";"Asy"
"174";"QAT";13069;39;375448;33;388517;-362379;-0,932723664601549
"175";"REU";2084;12;54818;5;56902;-52734;-0,926751256546343
"176";"ROU";1939650;72;206222;76;2145872;1733428;0,807796550772833
"177";"RUS";5971887;102;5926396;148;11898283;45491;0,0038233247603877
"178";"RWA";255286;54;266047;5;521333;-10761;-0,0206413175455995
"179";"SAU";137808;68;3982995;17;4120803;-3845187;-0,933115948517801
"180";"SDN";915045;64;602722;15;1517767;312323;0,205777961966494
"181";"SEN";249255;63;105732;26;354987;143523;0,404304946378318
"182";"SGP";184594;59;1081893;15;1266487;-897299;-0,708494441711601
"183";"SHN";4014;9;108;2;4122;3906;0,947598253275109
"184";"SLB";2176;19;842;15;3018;1334;0,442014579191518
"185";"SLE";78020;45;23263;39;101283;54757;0,540633670013724
"186";"SLV";804975;47;22274;48;827249;782701;0,946149224719522
"187";"SMR";1445;15;2364;9;3809;-919;-0,241270674717774
"188";"SOM";1000959;62;13200;3;1014159;987759;0,973968578891476
"189";"SPM";187;8;463;3;650;-276;-0,424615384615385
"190";"SRB";493998;49;458693;76;952691;35305;0,0370581857076429
"191";"SSD";1303732;26;422848;13;1726580;880884;0,510190086761112
"192";"STP";19631;22;1055;6;20686;18576;0,897998646427536
"193";"SUR";158662;41;12280;4;170942;146382;0,856325537316751
"194";"SVK";191625;52;91710;93;283335;99915;0,352639102122929
"195";"SVN";77463;48;100220;153;177683;-22757;-0,128076405733807
"196";"SWE";199655;77;948540;197;1148195;-748885;-0,65222806230649
"197";"SWZ";45845;25;12955;17;58800;32890;0,559353741496599
"198";"SXM";13743;12;13534;33;27277;209;0,00766213293250724
"199";"SYC";17169;29;3709;26;20878;13460;0,644697767985439
"200";"SYR";3413822;79;392161;5;3805983;3021661;0,793923935025459
"201";"TCA";1612;11;9495;6;11107;-7883;-0,709732601062393
"202";"TCD";94505;49;269087;10;363592;-174582;-0,480159079407688
"203";"TGO";265889;43;125998;30;391887;139891;0,356967697320911
"204";"THA";639426;79;1809244;49;2448670;-1169818;-0,477736077135751
"205";"TJK";245197;46;155692;35;400889;89505;0,223266290668988
"206";"TKL";1113;6;251;4;1364;862;0,631964809384164
"207";"TKM";126419;45;101011;11;227430;25408;0,111717891219276
"208";"TLS";17542;13;2882;15;20424;14660;0,717783000391696
"209";"TON";32343;26;490;5;32833;31853;0,970151981238388
"210";"TTO";234106;55;26857;16;260963;207249;0,794170054758721
"211";"TUN";364817;60;22364;17;387181;342453;0,884477802371501
"212";"TUR";1648546;85;2559512;110;4208058;-910966;-0,216481331768716
"213";"TUV";1660;19;73;5;1733;1587;0,915753029428736
"214";"TZA";162810;55;239294;27;402104;-76484;-0,190209498040308
"215";"UGA";382798;55;896369;47;1279167;-513571;-0,401488625019251
"216";"UKR";3284771;76;2582792;30;5867563;701979;0,1196372326978
"217";"URY";196664;57;41459;17;238123;155205;0,651785001868782
"218";"USA";1451805;162;24925388;150;26377193;-23473583;-0,889919674166997
"219";"UZB";961627;54;584785;10;1546412;376842;0,243687969312188
"220";"VCT";36169;40;2155;15;38324;34014;0,887537835299029
"221";"VEN";1311410;68;689593;113;2001003;621817;0,310752657542243
"222";"VGB";3018;21;8943;21;11961;-5925;-0,495359919739152
"223";"VIR";1815;19;29493;20;31308;-27678;-0,884055193560751
"224";"VNM";1463376;69;29627;22;1493003;1433749;0,960312202989545
"225";"VUT";3869;23;1158;9;5027;2711;0,539287845633579
"226";"WLF";6189;6;503;5;6692;5686;0,849671249252839
"227";"WSM";63170;25;1813;21;64983;61357;0,944200790976101
"228";"YEM";434043;51;165268;12;599311;268775;0,448473330207522
"229";"ZAF";446475;83;1340960;150;1787435;-894485;-0,500429386243416
"230";"ZMB";167546;51;75048;29;242594;92498;0,381287253600666
"231";"ZWE";469438;53;127797;6;597235;341641;0,572037807563187
